sale_id,product_id,warehouse_id,sale_date,quantity_sold,sales_amount
SAL_02224,PRD_4253,WH_049,2025-05-21,2,158.1
SAL_02225,PRD_3677,WH_026,2025-12-02,10,1976.4
SAL_02226,PRD_2855,WH_044,2023-09-21,11,598.29
SAL_02227,PRD_2979,WH_068,2024-02-21,15,
SAL_02228,PRD_0382,WH_030,2023-10-22,13,298.87
SAL_02229,PRD_0776,WH_013,2025-01-07,12,966.48
SAL_02230,PRD_1286,WH_008,2025-08-01,12,7410.24
SAL_02231,PRD_0165,WH_080,2024-02-06,6,256.68
SAL_02232,PRD_3597,WH_059,2024-05-22,7,1486.87
SAL_02233,PRD_0802,WH_004,2024-12-17,15,10588.95
SAL_02234,PRD_0172,WH_012,2025-05-16,12,1062.72
SAL_02235,PRD_0241,WH_052,2025-05-05,11,1363.01
SAL_02236,PRD_4807,WH_030,2023-10-02,13,2473.25
SAL_02237,PRD_4167,WH_046,2023-01-01,20,3035.0
SAL_02238,PRD_4725,WH_042,2025-08-31,5,716.6
SAL_02239,PRD_4689,WH_011,2024-12-14,6,2492.82
SAL_02240,PRD_3498,WH_031,2025-12-06,3,402.03
SAL_02241,PRD_0877,WH_039,2023-11-03,12,465.36
SAL_02242,PRD_1085,WH_031,2024-02-13,14,6977.46
SAL_02243,PRD_1474,WH_034,2022-07-19,7,4035.92
SAL_02244,PRD_3409,WH_080,2022-10-04,16,5641.28
SAL_02245,PRD_4240,WH_079,2022-08-22,2,286.6
SAL_02246,PRD_1756,WH_025,2023-08-13,7,3428.6
SAL_02247,PRD_0971,WH_056,2023-10-27,4,1358.76
SAL_02248,PRD_0755,WH_017,2022-05-22,20,7345.0
SAL_02249,PRD_0805,WH_080,2024-07-12,17,5171.06
SAL_02250,PRD_0023,WH_029,2024-07-25,12,2328.72
SAL_02251,PRD_0727,WH_043,2023-10-13,5,405.2
SAL_02252,PRD_0947,WH_027,2025-11-17,18,11561.4
SAL_02253,PRD_3345,WH_011,2023-06-15,14,4494.0
SAL_02254,PRD_2248,WH_010,2025-03-21,18,2676.42
SAL_02255,PRD_1118,WH_076,2022-06-18,6,2443.32
SAL_02256,PRD_2463,WH_040,2024-09-07,6,996.9
SAL_02257,PRD_3432,WH_078,2025-01-11,1,317.73
SAL_02258,PRD_2521,WH_028,2023-11-13,3,375.42
SAL_02259,PRD_0232,WH_034,2022-08-01,1,
SAL_02260,PRD_0748,WH_015,2025-02-02,4,944.04
SAL_02261,PRD_0914,WH_007,2022-04-12,11,4125.0
SAL_02262,PRD_1281,WH_061,2022-06-26,20,3844.0
SAL_02263,PRD_0081,WH_028,2023-08-19,16,3429.76
SAL_02264,PRD_3139,WH_061,2024-01-26,20,
SAL_02265,PRD_1922,WH_032,2022-03-09,3,348.66
SAL_02266,PRD_4091,WH_074,2025-10-08,14,
SAL_02267,PRD_2116,WH_071,2022-09-05,10,1727.3
SAL_02268,PRD_4925,WH_065,2022-02-21,7,238.77
SAL_02269,PRD_2892,WH_062,2022-10-14,17,5099.15
SAL_02270,PRD_4043,WH_050,2022-08-09,9,746.55
SAL_02271,PRD_4831,WH_070,2023-01-23,2,1330.4
SAL_02272,PRD_1930,WH_068,2023-07-18,8,5591.28
SAL_02273,PRD_2623,WH_015,2022-01-03,1,137.45
SAL_02274,PRD_4177,WH_053,2025-10-19,4,1075.56
SAL_02275,PRD_2367,WH_066,2024-03-12,14,3924.76
SAL_02276,PRD_0174,WH_057,2022-07-17,10,272.7
SAL_02277,PRD_2878,WH_002,2025-10-07,16,2891.2
SAL_02278,PRD_4346,WH_046,2025-07-29,17,2072.64
SAL_02279,PRD_3383,WH_020,2025-11-28,18,3151.44
SAL_02280,PRD_3452,WH_060,2025-06-13,15,3970.35
SAL_02281,PRD_0260,WH_057,2022-12-30,12,1626.48
SAL_02282,PRD_3098,WH_008,2022-05-24,15,8406.6
SAL_02283,PRD_0107,WH_024,2024-01-23,11,771.98
SAL_02284,PRD_4271,WH_073,2024-03-09,11,6195.86
SAL_02285,PRD_4178,WH_035,2025-02-04,15,1976.4
SAL_02286,PRD_4875,WH_037,2022-06-05,12,12527.16
SAL_02287,PRD_0978,WH_014,2023-04-19,19,7139.82
SAL_02288,PRD_2211,WH_012,2024-11-27,20,2506.6
SAL_02289,PRD_2382,WH_005,2022-08-17,11,2971.98
SAL_02290,PRD_2284,WH_006,2023-10-24,10,942.6
SAL_02291,PRD_1548,WH_012,2023-10-11,11,14237.74
SAL_02292,PRD_4917,WH_001,2023-06-21,12,12670.68
SAL_02293,PRD_4042,WH_080,2025-12-25,15,793.95
SAL_02294,PRD_2522,WH_031,2024-01-15,1,172.52
SAL_02295,PRD_2688,WH_029,2024-11-26,16,4462.56
SAL_02296,PRD_2961,WH_043,2024-09-16,19,
SAL_02297,PRD_2493,WH_068,2024-09-27,12,1765.68
SAL_02298,PRD_2922,WH_050,2023-12-18,2,
SAL_02299,PRD_3574,WH_015,2024-05-24,5,1703.0
SAL_02300,PRD_4860,WH_057,2024-01-20,18,5590.44
SAL_02301,PRD_3727,WH_010,2022-02-14,3,2161.77
SAL_02302,PRD_0409,WH_069,2024-04-28,12,1929.36
SAL_02303,PRD_2238,WH_056,2023-05-28,7,1060.85
SAL_02304,PRD_2618,WH_075,2024-04-22,15,1754.55
SAL_02305,PRD_0839,WH_071,2025-10-20,17,12412.38
SAL_02306,PRD_1946,WH_029,2025-11-21,6,140.22
SAL_02307,PRD_4301,WH_072,2023-10-23,11,4206.51
SAL_02308,PRD_0814,WH_064,2022-10-23,15,12951.0
SAL_02309,PRD_1046,WH_032,2024-07-16,6,2992.92
SAL_02310,PRD_4148,WH_053,2023-01-06,19,5099.79
SAL_02311,PRD_0305,WH_011,2025-02-26,8,429.36
SAL_02312,PRD_4010,WH_039,2024-11-10,13,2435.94
SAL_02313,PRD_0980,WH_004,2025-04-18,15,1343.4
SAL_02314,PRD_2038,WH_029,2025-04-13,16,796.16
SAL_02315,PRD_2666,WH_047,2022-08-26,15,983.25
SAL_02316,PRD_2682,WH_047,2024-01-27,17,2017.9
SAL_02317,PRD_4874,WH_026,2025-11-17,20,5403.0
SAL_02318,PRD_0115,WH_006,2023-01-19,12,660.12
SAL_02319,PRD_2904,WH_048,2025-12-20,11,3646.06
SAL_02320,PRD_3703,WH_006,2023-12-02,10,1898.7
SAL_02321,PRD_2424,WH_017,2023-12-27,5,
SAL_02322,PRD_4847,WH_063,2025-10-07,10,
SAL_02323,PRD_1592,WH_031,2023-09-25,2,1293.92
SAL_02324,PRD_3172,WH_080,2025-09-01,11,6940.45
SAL_02325,PRD_2837,WH_060,2025-03-07,9,497.16
SAL_02326,PRD_0104,WH_029,2023-05-17,17,3681.35
SAL_02327,PRD_2267,WH_008,2025-02-20,17,2415.7
SAL_02328,PRD_0821,WH_030,2024-08-01,15,10800.45
SAL_02329,PRD_2161,WH_009,2022-12-29,6,1437.96
SAL_02330,PRD_4029,WH_053,2022-05-12,7,853.72
SAL_02331,PRD_2610,WH_007,2023-04-30,14,
SAL_02332,PRD_2449,WH_076,2024-08-28,5,505.1
SAL_02333,PRD_2783,WH_027,2023-02-10,18,2253.42
SAL_02334,PRD_2159,WH_003,2022-06-26,16,2670.24
SAL_02335,PRD_1797,WH_066,2023-02-19,12,
SAL_02336,PRD_1338,WH_025,2022-10-25,17,693.94
SAL_02337,PRD_2890,WH_051,2024-05-28,12,2018.04
SAL_02338,PRD_3346,WH_069,2024-09-24,13,4562.22
SAL_02339,PRD_1637,WH_004,2025-12-12,18,22692.24
SAL_02340,PRD_0144,WH_002,2023-08-10,7,1113.98
SAL_02341,PRD_2224,WH_010,2025-03-14,5,474.15
SAL_02342,PRD_2359,WH_017,2023-04-30,4,303.64
SAL_02343,PRD_1960,WH_038,2022-05-28,16,849.44
SAL_02344,PRD_1267,WH_077,2022-03-05,3,1880.94
SAL_02345,PRD_4087,WH_040,2023-07-14,10,1638.2
SAL_02346,PRD_1968,WH_069,2025-10-10,18,4048.56
SAL_02347,PRD_3496,WH_014,2024-01-18,8,163.44
SAL_02348,PRD_2644,WH_072,2022-09-26,11,1863.51
SAL_02349,PRD_3423,WH_055,2023-02-13,3,191.07
SAL_02350,PRD_3997,WH_076,2025-01-02,4,671.96
SAL_02351,PRD_0756,WH_070,2022-08-13,1,617.99
SAL_02352,PRD_3628,WH_068,2022-10-22,20,901.6
SAL_02353,PRD_3002,WH_005,2022-05-23,18,5459.76
SAL_02354,PRD_2303,WH_051,2024-10-29,10,2896.3
SAL_02355,PRD_2232,WH_022,2024-04-23,18,5396.58
SAL_02356,PRD_1015,WH_018,2022-08-29,6,1523.76
SAL_02357,PRD_2213,WH_032,2025-08-18,15,1819.5
SAL_02358,PRD_1387,WH_070,2024-04-28,3,1116.93
SAL_02359,PRD_4052,WH_006,2024-07-16,10,2080.7
SAL_02360,PRD_2397,WH_074,2022-08-21,5,775.2
SAL_02361,PRD_0962,WH_069,2024-02-10,14,9467.64
SAL_02362,PRD_0453,WH_020,2025-01-30,5,408.05
SAL_02363,PRD_2867,WH_024,2022-12-27,5,1445.1
SAL_02364,PRD_2754,WH_004,2025-02-25,13,4380.09
SAL_02365,PRD_1267,WH_056,2025-01-16,10,
SAL_02366,PRD_0506,WH_012,2022-05-20,12,853.44
SAL_02367,PRD_2973,WH_021,2025-10-20,16,10810.24
SAL_02368,PRD_0856,WH_028,2022-11-20,6,
SAL_02369,PRD_3854,WH_029,2022-12-19,8,2543.68
SAL_02370,PRD_3032,WH_063,2022-05-09,6,
SAL_02371,PRD_4070,WH_036,2025-01-29,11,2681.14
SAL_02372,PRD_4903,WH_004,2024-03-11,7,8162.56
SAL_02373,PRD_1170,WH_045,2022-08-31,8,3131.76
SAL_02374,PRD_2061,WH_022,2022-07-02,20,3269.2
SAL_02375,PRD_1483,WH_024,2025-12-27,9,4395.33
SAL_02376,PRD_0255,WH_014,2024-12-08,11,1869.45
SAL_02377,PRD_1490,WH_008,2024-06-22,20,
SAL_02378,PRD_1775,WH_018,2022-07-09,13,2816.71
SAL_02379,PRD_0541,WH_071,2025-05-20,13,
SAL_02380,PRD_4025,WH_070,2025-09-09,4,840.24
SAL_02381,PRD_0938,WH_076,2025-10-22,5,1657.4
SAL_02382,PRD_3229,WH_003,2024-08-20,15,3221.85
SAL_02383,PRD_0251,WH_073,2024-03-24,20,1452.2
SAL_02384,PRD_0099,WH_026,2025-10-18,14,1158.92
SAL_02385,PRD_4972,WH_049,2022-07-19,15,2243.1
SAL_02386,PRD_0390,WH_046,2023-04-10,4,385.84
SAL_02387,PRD_3279,WH_012,2023-07-13,1,127.59
SAL_02388,PRD_2496,WH_012,2025-01-30,4,467.64
SAL_02389,PRD_1826,WH_015,2022-09-20,2,217.72
SAL_02390,PRD_0122,WH_019,2023-11-21,17,2862.29
SAL_02391,PRD_1105,WH_026,2022-09-17,11,3048.1
SAL_02392,PRD_4108,WH_032,2025-07-27,12,2331.0
SAL_02393,PRD_4133,WH_025,2023-10-23,19,3792.78
SAL_02394,PRD_2475,WH_044,2023-02-26,17,2001.92
SAL_02395,PRD_2364,WH_011,2022-01-29,18,718.38
SAL_02396,PRD_1656,WH_075,2024-04-13,8,6672.32
SAL_02397,PRD_3345,WH_067,2023-12-24,11,3531.0
SAL_02398,PRD_4023,WH_004,2024-01-27,1,30.52
SAL_02399,PRD_3040,WH_033,2025-12-16,20,2884.2
SAL_02400,PRD_2147,WH_064,2022-06-24,11,737.99
SAL_02401,PRD_2630,WH_025,2025-11-20,4,213.24
SAL_02402,PRD_0683,WH_030,2023-02-05,2,99.56
SAL_02403,PRD_4945,WH_080,2023-02-14,8,2771.12
SAL_02404,PRD_4348,WH_058,2025-08-17,3,3308.28
SAL_02405,PRD_4687,WH_020,2022-08-01,12,4134.48
SAL_02406,PRD_0521,WH_042,2023-02-14,8,437.44
SAL_02407,PRD_2707,WH_063,2024-11-10,18,4802.76
SAL_02408,PRD_2721,WH_020,2024-03-22,10,603.4
SAL_02409,PRD_1243,WH_005,2025-12-20,8,3175.2
SAL_02410,PRD_3886,WH_023,2025-10-28,14,7635.32
SAL_02411,PRD_3391,WH_071,2025-01-13,1,259.22
SAL_02412,PRD_2993,WH_033,2025-01-06,3,2695.5
SAL_02413,PRD_0096,WH_044,2022-10-18,17,
SAL_02414,PRD_4941,WH_003,2023-09-22,15,14018.7
SAL_02415,PRD_2986,WH_017,2024-02-23,5,2743.4
SAL_02416,PRD_4807,WH_061,2023-02-01,7,1331.75
SAL_02417,PRD_0282,WH_054,2025-10-23,14,381.36
SAL_02418,PRD_2868,WH_008,2024-06-05,9,2962.08
SAL_02419,PRD_3142,WH_065,2025-02-05,17,4888.35
SAL_02420,PRD_0213,WH_039,2022-06-25,17,1736.21
SAL_02421,PRD_0213,WH_018,2022-07-01,8,817.04
SAL_02422,PRD_3254,WH_011,2024-12-24,16,5193.28
SAL_02423,PRD_3490,WH_012,2024-12-31,11,2340.69
SAL_02424,PRD_4158,WH_029,2022-02-04,5,568.65
SAL_02425,PRD_3321,WH_071,2025-06-07,1,
SAL_02426,PRD_0746,WH_026,2024-11-22,20,4510.0
SAL_02427,PRD_4802,WH_049,2025-11-30,7,5269.88
SAL_02428,PRD_0845,WH_010,2024-05-08,17,15200.21
SAL_02429,PRD_3038,WH_005,2024-10-27,14,2158.38
SAL_02430,PRD_2163,WH_029,2022-07-09,16,652.8
SAL_02431,PRD_0388,WH_011,2025-04-09,15,271.95
SAL_02432,PRD_4241,WH_014,2022-08-11,9,2459.7
SAL_02433,PRD_2423,WH_019,2025-06-27,11,2452.78
SAL_02434,PRD_0297,WH_004,2025-01-25,4,285.32
SAL_02435,PRD_1382,WH_063,2024-05-29,11,1017.28
SAL_02436,PRD_3273,WH_040,2023-03-14,17,803.93
SAL_02437,PRD_2558,WH_029,2022-03-20,19,1045.76
SAL_02438,PRD_0694,WH_024,2024-08-08,6,826.62
SAL_02439,PRD_2340,WH_001,2022-04-26,19,5274.59
SAL_02440,PRD_1002,WH_070,2025-01-03,2,927.58
SAL_02441,PRD_2155,WH_059,2022-10-06,9,225.54
SAL_02442,PRD_1049,WH_056,2025-12-19,13,3084.64
SAL_02443,PRD_2030,WH_012,2025-09-12,19,2478.36
SAL_02444,PRD_3688,WH_004,2022-09-12,16,7036.16
SAL_02445,PRD_0659,WH_005,2022-02-16,16,3915.2
SAL_02446,PRD_0006,WH_039,2024-12-16,12,687.36
SAL_02447,PRD_0484,WH_048,2022-07-13,15,923.25
SAL_02448,PRD_3686,WH_080,2024-02-24,6,2863.68
SAL_02449,PRD_1571,WH_038,2023-02-12,17,7061.46
SAL_02450,PRD_3112,WH_024,2025-08-19,8,4910.96
SAL_02451,PRD_0102,WH_052,2023-11-16,3,304.11
SAL_02452,PRD_0459,WH_048,2023-03-19,4,438.36
SAL_02453,PRD_2338,WH_002,2025-02-21,7,293.86
SAL_02454,PRD_2997,WH_008,2024-12-24,20,6267.0
SAL_02455,PRD_3429,WH_053,2022-05-31,12,3909.24
SAL_02456,PRD_2667,WH_006,2025-01-08,12,282.48
SAL_02457,PRD_3216,WH_063,2025-12-10,18,516.78
SAL_02458,PRD_0517,WH_073,2025-04-01,11,2530.55
SAL_02459,PRD_2728,WH_014,2025-12-19,10,666.3
SAL_02460,PRD_1654,WH_036,2024-04-29,19,25733.6
SAL_02461,PRD_4181,WH_022,2022-09-21,1,283.23
SAL_02462,PRD_2544,WH_038,2024-09-07,3,302.1
SAL_02463,PRD_2217,WH_046,2025-03-09,7,1409.52
SAL_02464,PRD_2380,WH_001,2025-10-11,17,3004.24
SAL_02465,PRD_3640,WH_072,2023-01-18,16,7670.56
SAL_02466,PRD_0038,WH_026,2022-04-04,8,1173.68
SAL_02467,PRD_3837,WH_013,2025-06-05,7,5365.99
SAL_02468,PRD_0096,WH_003,2024-01-23,3,271.77
SAL_02469,PRD_2399,WH_080,2025-08-08,19,2000.13
SAL_02470,PRD_2055,WH_059,2024-10-14,6,
SAL_02471,PRD_1318,WH_032,2025-12-26,18,7763.76
SAL_02472,PRD_0407,WH_070,2024-08-03,16,1355.2
SAL_02473,PRD_0393,WH_032,2023-01-25,18,1265.76
SAL_02474,PRD_3127,WH_052,2023-12-26,7,2230.83
SAL_02475,PRD_0362,WH_077,2025-10-30,16,2042.72
SAL_02476,PRD_2841,WH_054,2023-12-18,9,
SAL_02477,PRD_4939,WH_017,2025-12-24,20,
SAL_02478,PRD_2820,WH_075,2022-03-17,4,530.76
SAL_02479,PRD_0248,WH_002,2024-12-14,2,123.46
SAL_02480,PRD_2219,WH_074,2024-09-12,8,331.84
SAL_02481,PRD_3653,WH_077,2022-10-14,11,667.37
SAL_02482,PRD_4652,WH_006,2025-05-29,4,
SAL_02483,PRD_3041,WH_004,2025-03-23,18,7908.84
SAL_02484,PRD_1006,WH_067,2022-11-19,18,2905.56
SAL_02485,PRD_0785,WH_002,2023-01-14,6,1807.92
SAL_02486,PRD_3401,WH_063,2022-12-30,8,2998.72
SAL_02487,PRD_3241,WH_025,2023-01-02,13,
SAL_02488,PRD_1990,WH_002,2025-03-04,10,376.6
SAL_02489,PRD_0283,WH_048,2022-01-15,13,759.59
SAL_02490,PRD_2782,WH_020,2023-08-06,14,4440.38
SAL_02491,PRD_2434,WH_010,2023-09-08,19,722.0
SAL_02492,PRD_0039,WH_040,2022-05-07,5,550.2
SAL_02493,PRD_2665,WH_002,2025-11-16,6,
SAL_02494,PRD_0417,WH_028,2023-04-24,3,97.17
SAL_02495,PRD_3615,WH_046,2022-02-08,12,1768.56
SAL_02496,PRD_2788,WH_056,2023-01-30,19,5001.37
SAL_02497,PRD_0171,WH_037,2024-09-25,17,
SAL_02498,PRD_2173,WH_004,2025-02-18,7,277.97
SAL_02499,PRD_3524,WH_059,2024-03-27,18,5436.18
SAL_02500,PRD_3634,WH_027,2025-05-12,5,580.0
SAL_02501,PRD_0278,WH_012,2023-08-16,3,249.75
SAL_02502,PRD_0259,WH_019,2025-05-24,9,1241.19
SAL_02503,PRD_3341,WH_051,2025-09-13,20,1211.4
SAL_02504,PRD_0722,WH_014,2023-01-19,6,232.32
SAL_02505,PRD_2450,WH_006,2024-06-17,4,596.32
SAL_02506,PRD_2515,WH_046,2023-05-23,8,86.4
SAL_02507,PRD_2609,WH_049,2023-03-19,20,1100.4
SAL_02508,PRD_1153,WH_031,2023-09-05,4,1790.68
SAL_02509,PRD_0132,WH_036,2024-05-23,20,4127.4
SAL_02510,PRD_2199,WH_066,2024-09-02,9,1597.86
SAL_02511,PRD_2105,WH_024,2024-01-31,17,2579.58
SAL_02512,PRD_1716,WH_069,2025-05-11,3,1676.85
SAL_02513,PRD_0890,WH_070,2022-06-05,10,5767.4
SAL_02514,PRD_3692,WH_037,2022-08-03,9,2393.73
SAL_02515,PRD_1317,WH_002,2025-08-14,13,
SAL_02516,PRD_0401,WH_074,2022-06-24,20,1295.6
SAL_02517,PRD_3226,WH_010,2022-04-03,19,2594.07
SAL_02518,PRD_2637,WH_038,2025-07-13,6,174.84
SAL_02519,PRD_1003,WH_051,2023-06-27,8,2764.24
SAL_02520,PRD_0473,WH_007,2024-04-09,3,170.55
SAL_02521,PRD_1752,WH_058,2025-06-20,14,4757.06
SAL_02522,PRD_0217,WH_046,2022-07-31,17,2518.55
SAL_02523,PRD_0692,WH_051,2025-07-08,4,982.12
SAL_02524,PRD_4772,WH_010,2023-06-02,17,13213.76
SAL_02525,PRD_0471,WH_019,2025-04-29,20,1161.4
SAL_02526,PRD_0873,WH_022,2024-10-13,20,1253.8
SAL_02527,PRD_0437,WH_010,2023-12-24,14,1795.64
SAL_02528,PRD_4167,WH_042,2023-11-21,11,1669.25
SAL_02529,PRD_4230,WH_005,2024-12-20,7,1340.15
SAL_02530,PRD_0196,WH_018,2022-09-28,12,1358.4
SAL_02531,PRD_4099,WH_059,2025-04-01,3,475.95
SAL_02532,PRD_0447,WH_017,2023-11-04,4,707.72
SAL_02533,PRD_1451,WH_014,2024-12-06,8,939.52
SAL_02534,PRD_2415,WH_010,2024-09-15,15,951.0
SAL_02535,PRD_1878,WH_046,2024-11-04,17,6286.6
SAL_02536,PRD_0428,WH_032,2022-04-26,15,2019.3
SAL_02537,PRD_3454,WH_015,2023-10-20,19,3421.14
SAL_02538,PRD_2841,WH_014,2024-10-23,7,1250.55
SAL_02539,PRD_4427,WH_080,2023-04-02,3,4222.95
SAL_02540,PRD_1232,WH_005,2025-10-28,2,1227.06
SAL_02541,PRD_1695,WH_057,2023-03-03,13,19365.58
SAL_02542,PRD_1215,WH_074,2023-03-05,10,4958.5
SAL_02543,PRD_0208,WH_031,2024-01-04,13,1497.73
SAL_02544,PRD_0181,WH_034,2024-05-25,5,727.7
SAL_02545,PRD_3248,WH_068,2024-06-23,14,4241.3
SAL_02546,PRD_0910,WH_001,2022-12-30,5,2474.15
SAL_02547,PRD_1993,WH_013,2022-01-17,16,3957.6
SAL_02548,PRD_4867,WH_055,2024-04-06,8,8959.84
SAL_02549,PRD_0059,WH_037,2023-12-15,13,2147.73
SAL_02550,PRD_2116,WH_078,2025-09-03,9,1554.57
SAL_02551,PRD_2118,WH_015,2025-07-13,19,4510.98
SAL_02552,PRD_4991,WH_071,2022-01-24,9,9276.66
SAL_02553,PRD_3653,WH_080,2023-12-22,5,303.35
SAL_02554,PRD_0220,WH_001,2023-09-10,11,663.19
SAL_02555,PRD_0491,WH_021,2025-04-26,6,1109.16
SAL_02556,PRD_0112,WH_079,2024-06-22,6,1184.04
SAL_02557,PRD_0613,WH_072,2025-11-27,1,25.54
SAL_02558,PRD_0660,WH_007,2023-04-08,4,187.64
SAL_02559,PRD_0292,WH_018,2023-10-13,8,828.32
SAL_02560,PRD_2154,WH_047,2025-10-19,17,2291.43
SAL_02561,PRD_4842,WH_018,2023-05-09,3,
SAL_02562,PRD_3517,WH_028,2023-12-21,10,
SAL_02563,PRD_0633,WH_018,2024-09-16,1,209.82
SAL_02564,PRD_3396,WH_021,2024-02-09,4,
SAL_02565,PRD_4888,WH_024,2024-05-22,1,862.58
SAL_02566,PRD_3657,WH_038,2023-11-20,9,4282.2
SAL_02567,PRD_1913,WH_060,2025-02-02,6,2163.66
SAL_02568,PRD_0853,WH_040,2022-01-17,6,
SAL_02569,PRD_3161,WH_017,2024-03-21,11,
SAL_02570,PRD_3419,WH_050,2024-07-19,19,6797.63
SAL_02571,PRD_0954,WH_066,2022-08-01,15,537.15
SAL_02572,PRD_0696,WH_049,2023-03-06,2,450.4
SAL_02573,PRD_2782,WH_063,2025-02-12,3,951.51
SAL_02574,PRD_4050,WH_032,2022-03-29,3,784.74
SAL_02575,PRD_0069,WH_074,2022-12-17,13,1014.91
SAL_02576,PRD_4919,WH_046,2022-07-03,5,3878.25
SAL_02577,PRD_0597,WH_054,2025-04-08,2,449.0
SAL_02578,PRD_1214,WH_008,2023-10-18,16,5836.96
SAL_02579,PRD_0175,WH_047,2024-05-09,17,2016.03
SAL_02580,PRD_0183,WH_002,2023-11-09,16,1418.56
SAL_02581,PRD_0865,WH_011,2025-12-04,20,15477.6
SAL_02582,PRD_2321,WH_053,2022-01-22,9,
SAL_02583,PRD_4113,WH_051,2023-02-12,6,495.36
SAL_02584,PRD_0230,WH_036,2024-12-21,16,1744.32
SAL_02585,PRD_2236,WH_050,2024-09-21,4,
SAL_02586,PRD_1580,WH_065,2023-02-18,5,2324.75
SAL_02587,PRD_4932,WH_066,2023-03-12,3,3437.04
SAL_02588,PRD_0583,WH_072,2022-09-25,3,89.88
SAL_02589,PRD_1314,WH_072,2022-12-21,5,655.2
SAL_02590,PRD_0111,WH_042,2025-06-19,17,
SAL_02591,PRD_4178,WH_025,2024-10-21,7,922.32
SAL_02592,PRD_2576,WH_001,2025-01-25,14,667.1
SAL_02593,PRD_2422,WH_075,2022-03-01,19,4357.27
SAL_02594,PRD_0161,WH_014,2025-02-19,15,1047.6
SAL_02595,PRD_0319,WH_066,2024-04-26,8,1432.0
SAL_02596,PRD_3445,WH_018,2022-05-21,20,6392.2
SAL_02597,PRD_2252,WH_023,2023-01-19,5,987.25
SAL_02598,PRD_0619,WH_014,2023-02-05,1,217.78
SAL_02599,PRD_2253,WH_060,2022-11-16,19,
SAL_02600,PRD_4798,WH_031,2024-06-15,18,1627.92
SAL_02601,PRD_0333,WH_077,2023-07-06,11,330.0
SAL_02602,PRD_4812,WH_064,2024-08-24,19,4087.66
SAL_02603,PRD_3342,WH_042,2023-11-21,3,141.9
SAL_02604,PRD_0453,WH_061,2022-03-31,13,1060.93
SAL_02605,PRD_3566,WH_067,2023-08-23,3,669.24
SAL_02606,PRD_3138,WH_074,2023-09-12,13,10818.08
SAL_02607,PRD_2360,WH_006,2023-08-14,17,1296.25
SAL_02608,PRD_3337,WH_063,2022-08-13,7,395.85
SAL_02609,PRD_0444,WH_013,2025-10-20,12,670.44
SAL_02610,PRD_3005,WH_074,2024-06-12,20,
SAL_02611,PRD_2658,WH_013,2024-03-05,20,1832.4
SAL_02612,PRD_0909,WH_012,2024-10-03,9,4193.55
SAL_02613,PRD_2853,WH_035,2025-07-14,10,2681.5
SAL_02614,PRD_2808,WH_069,2022-04-14,10,2034.7
SAL_02615,PRD_0742,WH_006,2022-02-19,9,418.05
SAL_02616,PRD_0463,WH_004,2022-03-14,11,458.04
SAL_02617,PRD_1278,WH_059,2024-12-28,11,1422.63
SAL_02618,PRD_1460,WH_067,2025-02-07,5,2422.4
SAL_02619,PRD_3608,WH_032,2023-04-19,17,1859.12
SAL_02620,PRD_1732,WH_049,2025-02-17,4,2604.08
SAL_02621,PRD_3094,WH_009,2025-06-24,14,12910.94
SAL_02622,PRD_1880,WH_044,2023-04-28,12,3117.96
SAL_02623,PRD_0221,WH_001,2024-06-08,2,241.98
SAL_02624,PRD_2707,WH_022,2025-10-29,13,3468.66
SAL_02625,PRD_4085,WH_002,2022-08-30,9,385.2
SAL_02626,PRD_2119,WH_019,2022-08-09,4,616.76
SAL_02627,PRD_2898,WH_002,2023-12-27,12,1580.16
SAL_02628,PRD_3367,WH_076,2025-10-29,1,195.89
SAL_02629,PRD_1906,WH_071,2025-01-31,2,941.54
SAL_02630,PRD_0780,WH_014,2022-10-10,16,2211.2
SAL_02631,PRD_3835,WH_074,2023-04-06,6,4465.92
SAL_02632,PRD_3628,WH_072,2025-03-06,17,
SAL_02633,PRD_3830,WH_015,2022-06-29,15,
SAL_02634,PRD_3615,WH_051,2025-03-30,12,1768.56
SAL_02635,PRD_0420,WH_013,2023-06-13,7,972.23
SAL_02636,PRD_1568,WH_052,2023-11-03,1,952.4
SAL_02637,PRD_0596,WH_005,2024-11-15,1,78.21
SAL_02638,PRD_0485,WH_069,2022-07-23,17,2108.34
SAL_02639,PRD_3385,WH_065,2025-11-02,13,1539.07
SAL_02640,PRD_1969,WH_012,2025-02-13,4,845.8
SAL_02641,PRD_0294,WH_031,2023-10-24,6,673.62
SAL_02642,PRD_1499,WH_018,2023-04-19,14,5159.7
SAL_02643,PRD_4958,WH_008,2023-09-01,5,337.6
SAL_02644,PRD_0660,WH_001,2023-04-01,13,609.83
SAL_02645,PRD_1450,WH_022,2022-12-02,8,696.64
SAL_02646,PRD_2452,WH_076,2024-11-19,16,648.64
SAL_02647,PRD_0621,WH_072,2022-09-08,6,941.34
SAL_02648,PRD_4796,WH_030,2024-02-18,18,16512.84
SAL_02649,PRD_2631,WH_021,2022-08-23,20,584.4
SAL_02650,PRD_0712,WH_022,2024-05-27,4,73.44
SAL_02651,PRD_1791,WH_054,2022-05-24,15,1484.25
SAL_02652,PRD_1271,WH_019,2023-04-16,17,2300.61
SAL_02653,PRD_0388,WH_065,2023-07-27,8,145.04
SAL_02654,PRD_0909,WH_025,2023-05-29,2,931.9
SAL_02655,PRD_2271,WH_005,2025-01-06,5,1334.3
