inventory_id,product_id,warehouse_id,stock_in_hand,damaged_units,last_updated
INV_01941,PRD_2150,WH_072,40,,2025-05-23
INV_01942,PRD_3515,WH_030,177,27.0,2024-01-11
INV_01943,PRD_3933,WH_040,85,17.0,2024-12-09
INV_01944,PRD_3921,WH_023,83,30.0,2025-08-13
INV_01945,PRD_4042,WH_017,124,2.0,2025-06-08
INV_01946,PRD_4021,WH_019,118,6.0,2024-07-17
INV_01947,PRD_0527,WH_003,111,27.0,2025-05-22
INV_01948,PRD_3635,WH_053,359,15.0,2024-02-20
INV_01949,PRD_2565,WH_079,64,27.0,2024-01-10
INV_01950,PRD_2699,WH_029,82,28.0,2024-08-03
INV_01951,PRD_3327,WH_040,180,26.0,2024-08-23
INV_01952,PRD_3930,WH_030,18,16.0,2024-05-07
INV_01953,PRD_4476,WH_004,13,1.0,2024-06-14
INV_01954,PRD_0158,WH_031,201,2.0,2024-03-07
INV_01955,PRD_4789,WH_023,142,3.0,2024-12-24
INV_01956,PRD_4566,WH_046,101,,2024-09-16
INV_01957,PRD_2975,WH_076,162,1.0,2025-12-11
INV_01958,PRD_2999,WH_058,38,18.0,2025-02-05
INV_01959,PRD_2276,WH_043,264,5.0,2025-03-12
INV_01960,PRD_2053,WH_023,67,,2025-10-22
INV_01961,PRD_3827,WH_011,102,17.0,2025-04-18
INV_01962,PRD_3950,WH_024,62,15.0,2025-08-09
INV_01963,PRD_1691,WH_001,38,3.0,
INV_01964,PRD_1826,WH_064,101,10.0,2024-10-25
INV_01965,PRD_1846,WH_041,26,3.0,2025-06-02
INV_01966,PRD_1477,WH_040,28,15.0,2025-09-23
INV_01967,PRD_4530,WH_023,226,12.0,2024-07-25
INV_01968,PRD_1706,WH_007,88,4.0,2024-01-13
INV_01969,PRD_0134,WH_032,56,27.0,2024-07-04
INV_01970,PRD_1882,WH_080,78,,2025-03-07
INV_01971,PRD_3550,WH_036,8,8.0,
INV_01972,PRD_4269,WH_076,35,4.0,2024-09-25
INV_01973,PRD_4617,WH_076,93,28.0,2024-10-26
INV_01974,PRD_2514,WH_078,67,28.0,2025-05-24
INV_01975,PRD_1677,WH_074,30,13.0,2024-12-09
INV_01976,PRD_3189,WH_055,68,24.0,2024-02-04
INV_01977,PRD_3097,WH_011,74,23.0,2025-10-15
INV_01978,PRD_1885,WH_031,31,23.0,
INV_01979,PRD_4101,WH_001,102,4.0,
INV_01980,PRD_0658,WH_068,11,10.0,2025-06-02
INV_01981,PRD_3872,WH_048,176,16.0,2025-07-15
INV_01982,PRD_4343,WH_003,0,0.0,2025-08-02
INV_01983,PRD_0795,WH_002,36,0.0,2024-07-04
INV_01984,PRD_0693,WH_035,58,23.0,
INV_01985,PRD_3125,WH_079,104,9.0,2025-01-17
INV_01986,PRD_1202,WH_052,48,11.0,2025-09-17
INV_01987,PRD_0243,WH_012,0,0.0,2024-12-18
INV_01988,PRD_3440,WH_003,15,14.0,2024-12-20
INV_01989,PRD_4553,WH_045,97,0.0,2025-04-23
INV_01990,PRD_2225,WH_030,237,23.0,2025-12-25
INV_01991,PRD_1561,WH_001,33,,2025-08-01
INV_01992,PRD_3066,WH_002,121,24.0,2025-09-16
INV_01993,PRD_4146,WH_055,41,,2025-12-16
INV_01994,PRD_2260,WH_028,186,20.0,2024-07-10
INV_01995,PRD_2843,WH_030,68,23.0,2024-02-01
INV_01996,PRD_0128,WH_072,250,,2025-08-11
INV_01997,PRD_1874,WH_051,130,28.0,2025-09-04
INV_01998,PRD_4061,WH_070,89,28.0,2025-08-13
INV_01999,PRD_1285,WH_063,0,0.0,2025-05-03
INV_02000,PRD_0262,WH_077,282,17.0,2024-09-14
INV_02001,PRD_0479,WH_004,169,4.0,2025-08-23
INV_02002,PRD_4820,WH_059,30,11.0,2024-09-20
INV_02003,PRD_2611,WH_057,67,22.0,2025-05-13
INV_02004,PRD_4415,WH_078,8,,2024-07-05
INV_02005,PRD_1286,WH_065,91,8.0,2024-08-12
INV_02006,PRD_4085,WH_007,35,8.0,2025-06-22
INV_02007,PRD_1536,WH_005,14,2.0,2024-03-04
INV_02008,PRD_0738,WH_016,78,21.0,2024-11-16
INV_02009,PRD_0065,WH_070,4,4.0,2024-12-06
INV_02010,PRD_2017,WH_051,125,,
INV_02011,PRD_1604,WH_007,0,0.0,2024-06-01
INV_02012,PRD_4747,WH_080,49,,2025-02-06
INV_02013,PRD_0257,WH_054,2,2.0,2024-04-17
INV_02014,PRD_3449,WH_074,65,21.0,2024-03-05
INV_02015,PRD_3635,WH_067,183,17.0,2024-01-25
INV_02016,PRD_3028,WH_066,125,22.0,2024-10-17
INV_02017,PRD_3518,WH_060,147,4.0,2025-07-12
INV_02018,PRD_1962,WH_032,106,17.0,2025-01-20
INV_02019,PRD_0860,WH_048,168,,2025-10-12
INV_02020,PRD_4885,WH_074,0,0.0,2025-01-01
INV_02021,PRD_2234,WH_037,0,0.0,2024-05-12
INV_02022,PRD_3947,WH_035,21,12.0,2024-05-09
INV_02023,PRD_2023,WH_047,47,27.0,2025-01-06
INV_02024,PRD_0423,WH_025,437,22.0,2025-05-26
INV_02025,PRD_4577,WH_074,215,5.0,2024-01-11
INV_02026,PRD_4749,WH_042,63,,2024-04-23
INV_02027,PRD_0350,WH_041,404,9.0,2025-01-27
INV_02028,PRD_1186,WH_029,84,18.0,2025-01-16
INV_02029,PRD_4601,WH_030,82,,2025-05-22
INV_02030,PRD_4480,WH_054,2,,2025-05-01
INV_02031,PRD_3543,WH_070,82,26.0,2024-12-02
INV_02032,PRD_3103,WH_004,36,15.0,2024-05-02
INV_02033,PRD_4865,WH_008,233,3.0,2024-07-17
INV_02034,PRD_0359,WH_021,131,9.0,2025-12-20
INV_02035,PRD_2983,WH_065,27,9.0,2024-05-20
INV_02036,PRD_2966,WH_062,11,,2025-02-24
INV_02037,PRD_4057,WH_039,173,11.0,2025-04-02
INV_02038,PRD_0109,WH_027,148,29.0,2025-12-10
INV_02039,PRD_2263,WH_059,194,30.0,
INV_02040,PRD_3330,WH_032,122,,2025-04-09
INV_02041,PRD_3842,WH_014,38,2.0,2025-02-18
INV_02042,PRD_3062,WH_005,215,29.0,2024-07-03
INV_02043,PRD_1524,WH_064,127,30.0,2025-03-09
INV_02044,PRD_3939,WH_052,121,5.0,2024-12-06
INV_02045,PRD_2613,WH_080,24,4.0,2024-04-07
INV_02046,PRD_4885,WH_021,210,29.0,2024-04-05
INV_02047,PRD_1773,WH_076,46,26.0,2025-08-16
INV_02048,PRD_3468,WH_053,232,16.0,
INV_02049,PRD_4716,WH_061,31,1.0,2025-05-11
INV_02050,PRD_2462,WH_065,95,,2025-09-07
INV_02051,PRD_2829,WH_073,6,5.0,2025-05-20
INV_02052,PRD_0730,WH_001,88,12.0,2024-12-19
INV_02053,PRD_4659,WH_033,71,23.0,2024-04-06
INV_02054,PRD_0117,WH_037,323,20.0,2024-11-14
INV_02055,PRD_1921,WH_077,132,,2024-01-14
INV_02056,PRD_3322,WH_064,0,0.0,2024-07-04
INV_02057,PRD_2040,WH_035,80,14.0,2025-11-12
INV_02058,PRD_4506,WH_042,110,26.0,2024-08-12
INV_02059,PRD_4864,WH_080,164,8.0,2024-03-07
INV_02060,PRD_3518,WH_041,239,30.0,
INV_02061,PRD_3985,WH_012,84,9.0,2024-07-25
INV_02062,PRD_3150,WH_024,89,14.0,
INV_02063,PRD_0584,WH_011,132,17.0,2025-07-23
INV_02064,PRD_4427,WH_072,115,,2024-04-05
INV_02065,PRD_2668,WH_017,171,10.0,2025-08-18
INV_02066,PRD_1848,WH_041,25,24.0,2025-11-04
INV_02067,PRD_0900,WH_047,17,16.0,2024-07-05
INV_02068,PRD_0246,WH_058,31,12.0,2024-11-23
INV_02069,PRD_1668,WH_048,32,16.0,2024-01-18
INV_02070,PRD_1092,WH_055,121,8.0,2025-07-05
INV_02071,PRD_4424,WH_029,0,0.0,
INV_02072,PRD_4517,WH_035,25,14.0,
INV_02073,PRD_1033,WH_040,57,9.0,
INV_02074,PRD_2016,WH_044,253,24.0,2025-11-17
INV_02075,PRD_1721,WH_059,15,15.0,2024-11-15
INV_02076,PRD_1705,WH_001,37,5.0,2024-09-05
INV_02077,PRD_3148,WH_052,108,29.0,2025-05-22
INV_02078,PRD_3413,WH_054,13,1.0,2025-01-15
INV_02079,PRD_4523,WH_025,187,28.0,2025-04-17
INV_02080,PRD_2337,WH_008,456,13.0,2025-06-22
INV_02081,PRD_0947,WH_079,59,8.0,2025-08-01
INV_02082,PRD_2331,WH_062,333,2.0,2025-01-08
INV_02083,PRD_1068,WH_078,77,5.0,2025-01-10
INV_02084,PRD_3375,WH_003,137,21.0,
INV_02085,PRD_0811,WH_030,0,,2024-10-18
INV_02086,PRD_3642,WH_069,36,19.0,2024-02-07
INV_02087,PRD_0850,WH_015,71,6.0,2024-03-22
INV_02088,PRD_1861,WH_065,6,3.0,2024-09-18
INV_02089,PRD_2729,WH_006,203,,
INV_02090,PRD_1928,WH_034,375,25.0,2024-10-13
INV_02091,PRD_3054,WH_067,256,29.0,2025-09-21
INV_02092,PRD_3616,WH_068,229,2.0,2025-12-03
INV_02093,PRD_4188,WH_057,71,6.0,2025-12-01
INV_02094,PRD_1239,WH_039,5,3.0,
INV_02095,PRD_0274,WH_078,181,28.0,2025-07-17
INV_02096,PRD_1477,WH_026,61,,
INV_02097,PRD_1994,WH_018,0,0.0,2025-12-03
INV_02098,PRD_4496,WH_059,156,11.0,2025-06-10
INV_02099,PRD_0974,WH_037,21,,2024-06-19
INV_02100,PRD_0969,WH_006,98,30.0,2024-10-05
INV_02101,PRD_0725,WH_020,57,19.0,2024-02-21
INV_02102,PRD_0328,WH_032,209,18.0,2025-12-20
INV_02103,PRD_3744,WH_003,86,3.0,2024-07-25
INV_02104,PRD_1706,WH_080,33,4.0,2025-09-21
INV_02105,PRD_0802,WH_076,88,17.0,2025-10-01
INV_02106,PRD_3685,WH_037,118,10.0,
INV_02107,PRD_2959,WH_054,18,5.0,2024-07-03
INV_02108,PRD_2416,WH_019,157,,2024-06-20
INV_02109,PRD_3234,WH_063,0,0.0,2024-01-09
INV_02110,PRD_2965,WH_080,265,3.0,2025-05-27
INV_02111,PRD_1438,WH_019,204,16.0,2025-01-06
INV_02112,PRD_1491,WH_059,24,0.0,2024-02-19
INV_02113,PRD_4864,WH_024,190,1.0,2024-09-12
INV_02114,PRD_2611,WH_058,115,25.0,2025-12-24
INV_02115,PRD_2626,WH_072,73,1.0,2024-09-26
INV_02116,PRD_4132,WH_071,28,3.0,2024-11-27
INV_02117,PRD_4094,WH_005,0,0.0,2024-12-22
INV_02118,PRD_1892,WH_001,26,24.0,2025-04-14
INV_02119,PRD_4118,WH_075,114,12.0,
INV_02120,PRD_2444,WH_035,375,6.0,2025-12-21
INV_02121,PRD_1277,WH_003,53,17.0,2024-05-23
INV_02122,PRD_0624,WH_010,70,28.0,2025-11-16
INV_02123,PRD_2664,WH_014,48,8.0,2025-07-02
INV_02124,PRD_4037,WH_073,17,10.0,2025-12-03
INV_02125,PRD_3336,WH_038,119,13.0,2024-03-10
INV_02126,PRD_3019,WH_046,326,9.0,2025-07-04
INV_02127,PRD_1972,WH_042,148,9.0,2024-12-25
INV_02128,PRD_0966,WH_043,378,26.0,2024-11-13
INV_02129,PRD_3830,WH_051,1,0.0,2024-05-16
INV_02130,PRD_0628,WH_033,177,,2025-01-22
INV_02131,PRD_4972,WH_002,53,5.0,2024-04-15
INV_02132,PRD_3848,WH_049,10,8.0,2025-03-26
INV_02133,PRD_4923,WH_040,107,19.0,
INV_02134,PRD_4777,WH_055,0,0.0,2024-07-25
INV_02135,PRD_4474,WH_056,224,10.0,2024-08-24
INV_02136,PRD_1290,WH_078,193,9.0,2025-05-12
INV_02137,PRD_3494,WH_053,75,23.0,2025-02-03
INV_02138,PRD_4557,WH_003,149,17.0,2024-02-26
INV_02139,PRD_1831,WH_005,54,11.0,2024-06-17
INV_02140,PRD_3399,WH_009,94,7.0,2025-06-09
INV_02141,PRD_2202,WH_044,204,,
INV_02142,PRD_0441,WH_063,135,8.0,2025-04-15
INV_02143,PRD_3216,WH_072,4,2.0,2025-05-23
INV_02144,PRD_4421,WH_036,30,29.0,2024-06-03
INV_02145,PRD_0278,WH_001,50,15.0,2024-02-02
INV_02146,PRD_3500,WH_009,54,22.0,2025-03-08
INV_02147,PRD_1904,WH_030,224,17.0,2024-11-07
INV_02148,PRD_0119,WH_070,66,24.0,2024-09-02
INV_02149,PRD_3755,WH_012,64,4.0,
INV_02150,PRD_3425,WH_009,35,23.0,2024-07-21
INV_02151,PRD_2018,WH_066,277,0.0,2025-05-24
INV_02152,PRD_4252,WH_039,109,27.0,2024-03-13
INV_02153,PRD_3373,WH_010,43,9.0,2024-07-02
INV_02154,PRD_2226,WH_019,61,8.0,2025-05-12
INV_02155,PRD_0080,WH_028,120,28.0,2025-11-19
INV_02156,PRD_2793,WH_027,216,9.0,2024-05-03
INV_02157,PRD_3465,WH_058,136,28.0,2024-01-10
INV_02158,PRD_3064,WH_028,92,,2024-10-12
INV_02159,PRD_4793,WH_076,20,9.0,2025-05-23
INV_02160,PRD_0267,WH_043,0,0.0,
INV_02161,PRD_1897,WH_001,156,25.0,2024-06-25
INV_02162,PRD_1468,WH_050,1,0.0,2025-05-09
INV_02163,PRD_2571,WH_041,16,15.0,2024-10-18
INV_02164,PRD_3416,WH_003,94,11.0,
INV_02165,PRD_1879,WH_063,115,14.0,2025-10-09
INV_02166,PRD_4098,WH_068,3,2.0,2025-12-17
INV_02167,PRD_2631,WH_062,66,14.0,2024-03-05
INV_02168,PRD_4785,WH_051,34,,2025-10-26
INV_02169,PRD_3257,WH_035,95,29.0,2024-03-07
INV_02170,PRD_4285,WH_080,22,4.0,2025-04-05
INV_02171,PRD_0712,WH_044,245,,2024-07-06
INV_02172,PRD_2619,WH_020,120,8.0,2025-07-02
INV_02173,PRD_0136,WH_050,26,4.0,2024-04-17
INV_02174,PRD_4912,WH_030,44,21.0,2024-12-06
INV_02175,PRD_4115,WH_049,20,12.0,2025-08-15
INV_02176,PRD_1279,WH_008,8,2.0,2024-07-14
INV_02177,PRD_1717,WH_040,119,14.0,2024-08-04
INV_02178,PRD_4971,WH_016,33,16.0,2024-04-01
INV_02179,PRD_3730,WH_039,131,12.0,2025-10-23
INV_02180,PRD_1621,WH_064,2,0.0,2025-09-14
INV_02181,PRD_2633,WH_070,176,29.0,2024-04-20
INV_02182,PRD_0575,WH_028,0,0.0,2024-11-13
INV_02183,PRD_0543,WH_078,176,,2024-01-21
INV_02184,PRD_3703,WH_064,230,24.0,2024-08-05
INV_02185,PRD_1077,WH_050,144,28.0,
INV_02186,PRD_2379,WH_058,12,11.0,2025-11-26
INV_02187,PRD_4160,WH_056,0,0.0,2024-09-25
INV_02188,PRD_2238,WH_055,399,15.0,2024-04-24
INV_02189,PRD_0984,WH_059,0,0.0,2025-11-13
INV_02190,PRD_4735,WH_049,139,,2024-12-14
INV_02191,PRD_4169,WH_001,168,24.0,2024-01-09
INV_02192,PRD_1056,WH_055,382,11.0,2025-09-03
INV_02193,PRD_3902,WH_054,19,2.0,2024-10-22
INV_02194,PRD_2087,WH_021,218,20.0,2024-04-02
INV_02195,PRD_4970,WH_059,102,9.0,2024-04-04
INV_02196,PRD_2704,WH_030,113,21.0,2024-09-11
INV_02197,PRD_1595,WH_029,69,15.0,2024-03-12
INV_02198,PRD_0551,WH_060,339,22.0,2025-02-17
INV_02199,PRD_4662,WH_079,190,15.0,2025-03-06
INV_02200,PRD_0544,WH_056,112,30.0,2025-12-20
INV_02201,PRD_4620,WH_042,200,6.0,2024-10-01
INV_02202,PRD_2508,WH_064,124,15.0,2024-05-09
INV_02203,PRD_0821,WH_042,29,19.0,2025-05-01
INV_02204,PRD_3718,WH_013,68,10.0,2024-04-26
INV_02205,PRD_0914,WH_055,53,12.0,2025-07-11
INV_02206,PRD_4582,WH_017,137,0.0,2025-03-26
INV_02207,PRD_4955,WH_011,1,1.0,2025-05-11
INV_02208,PRD_2172,WH_057,303,,2024-11-06
INV_02209,PRD_1605,WH_079,80,24.0,
INV_02210,PRD_3277,WH_071,73,12.0,2025-05-26
INV_02211,PRD_0241,WH_010,244,11.0,2024-11-18
INV_02212,PRD_2383,WH_052,64,25.0,
INV_02213,PRD_1268,WH_071,0,0.0,2025-11-25
INV_02214,PRD_2917,WH_004,145,10.0,2025-03-22
INV_02215,PRD_4944,WH_029,97,15.0,2024-09-13
INV_02216,PRD_3058,WH_078,74,30.0,2024-09-21
INV_02217,PRD_4109,WH_021,49,9.0,2025-07-14
INV_02218,PRD_2915,WH_044,85,17.0,2024-03-18
INV_02219,PRD_3864,WH_035,71,9.0,2024-09-18
INV_02220,PRD_4044,WH_077,74,26.0,2024-07-25
INV_02221,PRD_2092,WH_045,98,23.0,2024-11-23
INV_02222,PRD_1263,WH_019,41,6.0,2024-06-01
INV_02223,PRD_0187,WH_002,75,15.0,2024-02-14
INV_02224,PRD_3433,WH_046,55,10.0,2025-04-19
INV_02225,PRD_0088,WH_035,197,20.0,2024-04-15
INV_02226,PRD_4530,WH_039,284,,2025-07-27
INV_02227,PRD_1990,WH_062,160,,2025-10-18
INV_02228,PRD_3388,WH_034,158,0.0,2024-12-01
INV_02229,PRD_0787,WH_033,103,16.0,2024-05-22
INV_02230,PRD_1239,WH_026,37,13.0,2024-03-01
INV_02231,PRD_2818,WH_024,155,25.0,2025-03-13
INV_02232,PRD_1220,WH_001,139,10.0,2025-03-16
INV_02233,PRD_1062,WH_073,272,7.0,2024-03-05
INV_02234,PRD_3179,WH_077,21,13.0,2024-03-05
INV_02235,PRD_3588,WH_058,92,,2024-07-01
INV_02236,PRD_3264,WH_077,0,0.0,2024-02-10
INV_02237,PRD_0345,WH_076,59,6.0,2025-02-11
INV_02238,PRD_3676,WH_022,83,30.0,2024-03-25
INV_02239,PRD_0991,WH_075,155,3.0,2024-11-19
INV_02240,PRD_3618,WH_049,91,27.0,2024-08-21
INV_02241,PRD_2196,WH_046,469,29.0,2024-09-13
INV_02242,PRD_4872,WH_047,18,5.0,2024-06-03
INV_02243,PRD_3618,WH_009,99,29.0,2025-10-09
INV_02244,PRD_0520,WH_070,145,,2025-08-24
INV_02245,PRD_3678,WH_020,254,16.0,2025-02-20
INV_02246,PRD_1607,WH_072,26,,2025-01-21
INV_02247,PRD_4340,WH_037,57,0.0,2024-04-03
INV_02248,PRD_4757,WH_079,24,5.0,2024-09-05
INV_02249,PRD_3149,WH_061,61,15.0,2025-03-03
INV_02250,PRD_0564,WH_068,0,0.0,2025-10-23
INV_02251,PRD_1909,WH_003,132,9.0,2025-03-15
INV_02252,PRD_3873,WH_051,171,22.0,2025-10-11
INV_02253,PRD_1063,WH_048,40,,2024-07-09
INV_02254,PRD_0561,WH_072,82,11.0,2024-07-15
INV_02255,PRD_2977,WH_054,198,27.0,2025-06-05
INV_02256,PRD_2548,WH_026,74,17.0,2024-05-15
INV_02257,PRD_0368,WH_007,45,13.0,2025-05-20
INV_02258,PRD_1294,WH_019,229,,2025-09-23
INV_02259,PRD_2438,WH_014,51,24.0,2025-04-10
INV_02260,PRD_2690,WH_039,67,18.0,
INV_02261,PRD_3639,WH_068,111,20.0,2025-08-08
INV_02262,PRD_0726,WH_018,262,26.0,2024-10-14
INV_02263,PRD_4068,WH_012,27,2.0,2025-06-23
INV_02264,PRD_3491,WH_033,110,,2025-12-18
INV_02265,PRD_3153,WH_012,27,6.0,2024-12-09
INV_02266,PRD_1847,WH_032,172,3.0,2025-10-12
INV_02267,PRD_2144,WH_023,52,6.0,2024-01-27
INV_02268,PRD_0572,WH_011,294,,
INV_02269,PRD_0306,WH_016,200,22.0,2025-09-12
INV_02270,PRD_3073,WH_035,45,26.0,2025-08-26
INV_02271,PRD_2004,WH_007,10,9.0,2024-01-19
INV_02272,PRD_3637,WH_069,88,23.0,2024-08-26
INV_02273,PRD_0223,WH_010,24,14.0,
INV_02274,PRD_0558,WH_076,112,18.0,2024-02-13
INV_02275,PRD_2126,WH_010,72,18.0,2024-01-22
INV_02276,PRD_3626,WH_021,20,0.0,2024-04-14
INV_02277,PRD_4692,WH_001,75,29.0,2024-10-18
INV_02278,PRD_2170,WH_030,325,11.0,
INV_02279,PRD_2623,WH_075,206,2.0,2024-06-11
INV_02280,PRD_4981,WH_017,78,14.0,2025-07-07
INV_02281,PRD_1497,WH_054,22,8.0,2024-01-13
INV_02282,PRD_4584,WH_075,77,19.0,2024-12-12
INV_02283,PRD_3701,WH_064,0,,
INV_02284,PRD_3757,WH_031,51,14.0,2025-08-25
INV_02285,PRD_4063,WH_077,38,24.0,2025-03-26
INV_02286,PRD_1572,WH_042,20,1.0,2024-04-12
INV_02287,PRD_3464,WH_060,106,,2024-06-04
INV_02288,PRD_4603,WH_020,46,28.0,2024-01-05
INV_02289,PRD_3134,WH_078,117,20.0,2024-12-06
INV_02290,PRD_0718,WH_005,47,29.0,2025-04-27
INV_02291,PRD_2420,WH_053,41,7.0,2024-08-19
INV_02292,PRD_0238,WH_002,147,4.0,2024-12-03
INV_02293,PRD_1896,WH_063,265,28.0,2024-07-03
INV_02294,PRD_1313,WH_063,47,10.0,2025-02-20
INV_02295,PRD_1324,WH_022,83,20.0,2024-07-01
INV_02296,PRD_2988,WH_022,188,9.0,2024-11-22
INV_02297,PRD_0288,WH_026,30,20.0,2025-12-15
INV_02298,PRD_1596,WH_058,57,17.0,2024-03-15
INV_02299,PRD_1763,WH_021,68,23.0,2024-10-24
INV_02300,PRD_1850,WH_023,52,,2025-10-08
INV_02301,PRD_4292,WH_066,10,4.0,2024-08-05
INV_02302,PRD_3887,WH_024,49,14.0,2025-01-13
INV_02303,PRD_1468,WH_041,25,25.0,2025-08-04
INV_02304,PRD_1859,WH_005,121,1.0,2025-03-18
INV_02305,PRD_4689,WH_044,175,29.0,2024-11-01
INV_02306,PRD_3470,WH_036,121,2.0,2024-10-15
INV_02307,PRD_0133,WH_013,14,,2024-12-04
INV_02308,PRD_0780,WH_011,42,23.0,2024-09-08
INV_02309,PRD_0837,WH_024,55,15.0,2025-03-08
INV_02310,PRD_2773,WH_050,52,4.0,2025-09-01
INV_02311,PRD_1827,WH_015,235,9.0,2024-08-01
INV_02312,PRD_0022,WH_062,8,6.0,2025-11-07
INV_02313,PRD_0897,WH_076,30,26.0,2025-07-13
INV_02314,PRD_4142,WH_078,357,28.0,2025-01-03
INV_02315,PRD_1457,WH_028,0,,2024-11-13
INV_02316,PRD_2144,WH_077,59,22.0,2024-01-05
INV_02317,PRD_0212,WH_017,32,29.0,2024-10-05
INV_02318,PRD_1711,WH_076,37,29.0,2024-10-18
INV_02319,PRD_0432,WH_075,368,21.0,2025-04-03
INV_02320,PRD_0732,WH_063,64,18.0,2025-01-16
INV_02321,PRD_0868,WH_057,298,20.0,
INV_02322,PRD_1713,WH_046,0,,2024-03-03
INV_02323,PRD_4480,WH_013,34,20.0,2025-06-18
INV_02324,PRD_0235,WH_023,108,,2025-03-21
INV_02325,PRD_2139,WH_072,67,26.0,2025-03-17
INV_02326,PRD_1939,WH_020,205,,2025-05-06
INV_02327,PRD_3105,WH_076,8,,2024-12-05
INV_02328,PRD_3718,WH_045,34,13.0,2024-01-16
INV_02329,PRD_1171,WH_017,166,24.0,2025-03-21
INV_02330,PRD_1540,WH_048,5,0.0,2024-02-24
INV_02331,PRD_4476,WH_045,69,10.0,2024-02-13
INV_02332,PRD_1640,WH_013,38,12.0,2025-01-11
INV_02333,PRD_2579,WH_035,39,9.0,2025-05-16
INV_02334,PRD_4307,WH_016,45,25.0,2025-11-15
INV_02335,PRD_0403,WH_026,356,29.0,2025-01-09
INV_02336,PRD_0880,WH_046,11,,2025-08-15
INV_02337,PRD_1603,WH_008,2,2.0,2025-04-25
INV_02338,PRD_0764,WH_056,339,21.0,2025-07-11
INV_02339,PRD_3884,WH_056,0,0.0,2025-11-24
INV_02340,PRD_3613,WH_045,241,6.0,2025-01-15
INV_02341,PRD_3830,WH_005,72,27.0,2025-06-17
INV_02342,PRD_3990,WH_074,169,,2024-06-11
INV_02343,PRD_4043,WH_008,4,3.0,2024-07-10
INV_02344,PRD_0419,WH_022,82,,2025-06-05
INV_02345,PRD_4881,WH_047,57,24.0,2024-07-14
INV_02346,PRD_2287,WH_002,300,30.0,2024-11-27
INV_02347,PRD_3258,WH_060,252,,2025-10-08
INV_02348,PRD_1890,WH_076,114,22.0,
INV_02349,PRD_2644,WH_032,77,12.0,2025-01-06
INV_02350,PRD_1499,WH_053,2,0.0,2025-10-23
INV_02351,PRD_1883,WH_057,84,4.0,2024-05-25
INV_02352,PRD_1414,WH_010,22,2.0,2024-04-05
INV_02353,PRD_0828,WH_025,58,30.0,2025-07-10
INV_02354,PRD_2002,WH_073,222,16.0,2024-12-09
INV_02355,PRD_4194,WH_057,94,10.0,2025-02-17
INV_02356,PRD_0469,WH_019,115,8.0,2025-05-11
INV_02357,PRD_1331,WH_043,126,14.0,2025-11-21
INV_02358,PRD_0759,WH_039,90,23.0,2025-05-27
INV_02359,PRD_3527,WH_001,24,5.0,2025-06-15
INV_02360,PRD_1141,WH_070,98,,
INV_02361,PRD_1111,WH_036,127,20.0,2025-10-04
INV_02362,PRD_1452,WH_052,4,,2025-08-16
INV_02363,PRD_4552,WH_038,72,16.0,2024-01-19
INV_02364,PRD_3075,WH_008,154,16.0,2024-12-12
INV_02365,PRD_2450,WH_067,12,5.0,2024-08-03
INV_02366,PRD_0071,WH_014,49,20.0,2025-12-27
INV_02367,PRD_4388,WH_005,206,10.0,2025-02-16
INV_02368,PRD_4016,WH_064,25,12.0,
INV_02369,PRD_0205,WH_071,40,7.0,2024-03-16
INV_02370,PRD_1196,WH_078,26,14.0,2024-04-23
INV_02371,PRD_1905,WH_036,245,6.0,2024-08-05
INV_02372,PRD_0406,WH_050,258,4.0,2025-05-17
INV_02373,PRD_0331,WH_018,135,18.0,
INV_02374,PRD_4150,WH_056,5,4.0,2025-09-25
INV_02375,PRD_1025,WH_004,17,,2024-09-01
INV_02376,PRD_3999,WH_047,29,26.0,2024-04-09
INV_02377,PRD_0611,WH_067,16,15.0,2024-06-21
INV_02378,PRD_0479,WH_045,505,30.0,2024-09-21
INV_02379,PRD_3458,WH_055,141,9.0,
INV_02380,PRD_2504,WH_061,113,15.0,2025-01-18
INV_02381,PRD_4847,WH_052,10,,
INV_02382,PRD_1216,WH_070,29,10.0,2025-06-16
INV_02383,PRD_1258,WH_064,151,21.0,2025-05-20
INV_02384,PRD_2747,WH_069,150,21.0,2025-02-16
INV_02385,PRD_0158,WH_015,252,0.0,
INV_02386,PRD_2688,WH_069,37,22.0,2025-07-23
INV_02387,PRD_1126,WH_024,54,14.0,2025-06-21
INV_02388,PRD_1448,WH_042,63,14.0,2024-12-26
INV_02389,PRD_3066,WH_043,205,3.0,2025-07-27
INV_02390,PRD_2149,WH_005,88,13.0,2025-03-27
INV_02391,PRD_4139,WH_055,17,12.0,
INV_02392,PRD_1133,WH_028,0,0.0,2025-11-02
INV_02393,PRD_2189,WH_024,63,22.0,2024-01-04
INV_02394,PRD_3337,WH_047,126,,2025-09-18
INV_02395,PRD_1314,WH_047,38,2.0,2025-03-13
INV_02396,PRD_3832,WH_027,30,13.0,2025-06-11
INV_02397,PRD_1379,WH_055,99,10.0,2024-02-02
INV_02398,PRD_0271,WH_060,232,20.0,2025-02-13
INV_02399,PRD_0417,WH_038,10,7.0,2024-10-24
INV_02400,PRD_2744,WH_024,166,18.0,
INV_02401,PRD_2456,WH_014,58,18.0,2024-07-18
INV_02402,PRD_2903,WH_056,33,0.0,2025-07-17
INV_02403,PRD_1769,WH_056,15,3.0,
INV_02404,PRD_4739,WH_015,13,11.0,2025-05-02
