product_id,product_name,category_id,supplier_id,unit_price,reorder_level,shelf_life_days
PRD_1048,PureLeaf Frozen Corn Max 200g,CAT_005,SUP_127,335.53,69,151
PRD_1049,DailyDrop Ice Cream Plus 500ml,CAT_005,SUP_086,237.28,74,164
PRD_1050,GlowCare Frozen Peas Plus 500ml,CAT_005,SUP_046,355.83,44,91
PRD_1051,PrimePick Frozen Corn Fresh 200ml,CAT_005,SUP_132,357.91,63,98
PRD_1052,GlowCare Frozen Fries Daily 6pcs,CAT_005,SUP_132,82.23,75,168
PRD_1053,ComfortLine Frozen Paratha Fresh 12pcs,CAT_005,SUP_159,100.44,50,97
PRD_1054,UrbanBasket Frozen Corn Plus 750g,CAT_005,SUP_080,258.95,72,134
PRD_1055,EliteOne Ice Cream Premium 200g,CAT_005,SUP_109,227.09,72,170
PRD_1056,KitchenPro Frozen Fries Regular 1kg,CAT_005,SUP_132,86.14,97,153
PRD_1057,NutriMax Frozen Nuggets Classic 1L,CAT_005,SUP_197,379.56,73,160
PRD_1058,NutriMax Frozen Corn Max 1L,CAT_005,SUP_177,358.24,20,118
PRD_1059,MunchTime Frozen Corn Family Pack 100g,CAT_005,SUP_132,146.65,30,176
PRD_1060,NutriMax Ice Cream Premium 250g,CAT_005,SUP_189,334.27,35,153
PRD_1061,DailyDrop Ice Cream Daily 500g,CAT_005,SUP_169,405.21,100,151
PRD_1062,FreshCo Frozen Nuggets Premium 1kg,CAT_005,SUP_197,145.72,56,150
PRD_1063,HealthySip Frozen Fries Regular 100g,CAT_005,SUP_170,380.89,68,105
PRD_1064,GoodStore Ice Cream Family Pack 500g,CAT_005,SUP_050,164.95,73,146
PRD_1065,QuickNest Frozen Paratha Max 500ml,CAT_005,SUP_177,181.43,73,91
PRD_1066,PrimePick Ice Cream Classic 12pcs,CAT_005,SUP_007,258.44,90,99
PRD_1067,FamilyChoice Frozen Paratha Value Pack 100g,CAT_005,SUP_022,292.97,93,169
PRD_1068,SmartLife Frozen Peas Daily 500g,CAT_005,SUP_024,112.33,16,139
PRD_1069,MunchTime Frozen Peas Classic 6pcs,CAT_005,SUP_055,240.78,37,107
PRD_1070,QuickNest Frozen Fries Regular 6pcs,CAT_005,SUP_122,482.57,76,127
PRD_1071,SmartLife Frozen Peas Plus 6pcs,CAT_005,SUP_163,303.97,81,127
PRD_1072,FamilyChoice Frozen Fries Premium 12pcs,CAT_005,SUP_080,394.26,75,90
PRD_1073,ComfortLine Frozen Fries Premium 500ml,CAT_005,SUP_073,302.06,42,110
PRD_1074,FamilyChoice Frozen Corn Fresh 200ml,CAT_005,SUP_114,371.75,27,116
PRD_1075,CarePlus Frozen Peas Value Pack 500ml,CAT_005,SUP_058,330.03,36,163
PRD_1076,GlowCare Frozen Fries Lite 12pcs,CAT_005,SUP_114,358.03,93,168
PRD_1077,NutriMax Frozen Nuggets Value Pack 1kg,CAT_005,SUP_159,406.77,37,159
PRD_1078,QuickNest Frozen Paratha Classic 24pcs,CAT_005,SUP_002,410.42,98,165
PRD_1079,GlowCare Frozen Nuggets Fresh 100g,CAT_005,SUP_024,143.26,22,90
PRD_1080,PrimePick Frozen Corn Plus 1kg,CAT_005,SUP_109,274.88,36,159
PRD_1081,UrbanBasket Frozen Corn Plus 12pcs,CAT_005,SUP_148,254.4,49,168
PRD_1082,ComfortLine Ice Cream Family Pack 6pcs,CAT_005,SUP_063,314.08,60,139
PRD_1083,EliteOne Frozen Corn Plus 250g,CAT_005,SUP_197,409.18,70,148
PRD_1084,PureLeaf Frozen Paratha Fresh 200ml,CAT_005,SUP_044,295.96,43,160
PRD_1085,PrimePick Frozen Corn Fresh 1L,CAT_005,SUP_057,498.39,32,91
PRD_1086,PrimePick Frozen Corn Fresh 750g,CAT_005,SUP_044,394.16,68,127
PRD_1087,PrimePick Frozen Fries Daily 6pcs,CAT_005,SUP_022,119.87,34,101
PRD_1088,UrbanBasket Frozen Nuggets Fresh 500ml,CAT_005,SUP_189,217.19,45,180
PRD_1089,PureLeaf Frozen Corn Classic 250g,CAT_005,SUP_080,418.8,88,156
PRD_1090,KitchenPro Frozen Fries Max 750g,CAT_005,SUP_002,499,49,104
PRD_1091,QuickNest Ice Cream Family Pack 250g,CAT_005,SUP_122,207.69,27,124
PRD_1092,ValueMart Frozen Corn Daily 100g,CAT_005,SUP_177,89.42,73,110
PRD_1093,ComfortLine Frozen Nuggets Daily 1L,CAT_005,SUP_163,409.17,89,119
PRD_1094,CarePlus Frozen Paratha Classic 500g,CAT_005,SUP_051,211.37,62,124
PRD_1095,HealthySip Frozen Peas Fresh 250g,CAT_005,SUP_174,86.61,45,167
PRD_1096,NutriMax Frozen Fries Plus 250g,CAT_005,SUP_107,464.97,63,121
PRD_1097,PrimePick Frozen Fries Family Pack 250g,CAT_005,SUP_163,135.71,72,92
PRD_1098,KitchenPro Frozen Peas Classic 24pcs,CAT_005,SUP_024,342.34,99,99
PRD_1099,CarePlus Frozen Fries Family Pack 12pcs,CAT_005,SUP_170,244.05,82,150
PRD_1100,ValueMart Frozen Peas Daily 200ml,CAT_005,SUP_107,348.1,33,132
PRD_1101,PureLeaf Ice Cream Family Pack 200ml,CAT_005,SUP_194,363.97,75,132
PRD_1102,DailyDrop Frozen Fries Plus 1L,CAT_005,SUP_080,323.11,62,172
PRD_1103,ComfortLine Frozen Fries Daily 12pcs,CAT_005,SUP_174,444.73,25,144
PRD_1104,FamilyChoice Frozen Paratha Classic 6pcs,CAT_005,SUP_148,339.78,77,148
PRD_1105,MunchTime Frozen Peas Classic 200ml,CAT_005,SUP_159,277.1,35,101
PRD_1106,GoodStore Frozen Paratha Classic 2kg,CAT_005,SUP_099,287.54,56,173
PRD_1107,FamilyChoice Frozen Fries Classic 24pcs,CAT_005,SUP_132,474.77,28,164
PRD_1108,MunchTime Frozen Nuggets Value Pack 2kg,CAT_005,SUP_061,478.66,75,107
PRD_1109,ValueMart Frozen Fries Value Pack 2kg,CAT_005,SUP_177,232.22,68,171
PRD_1110,FamilyChoice Frozen Peas Max 250g,CAT_005,SUP_028,126.23,89,110
PRD_1111,UrbanBasket Frozen Fries Fresh 12pcs,CAT_005,SUP_189,345.29,55,148
PRD_1112,EliteOne Frozen Corn Fresh 12pcs,CAT_005,SUP_044,372.8,68,163
PRD_1113,KitchenPro Frozen Fries Max 1kg,CAT_005,SUP_114,312.97,79,153
PRD_1114,MunchTime Frozen Corn Family Pack 1L,CAT_005,SUP_019,420.31,79,104
PRD_1115,QuickNest Frozen Peas Lite 1kg,CAT_005,SUP_189,165.75,36,175
PRD_1116,SwiftCart Frozen Peas Max 12pcs,CAT_005,SUP_002,323.48,95,135
PRD_1117,UrbanBasket Frozen Nuggets Plus 500ml,CAT_005,SUP_162,151.29,34,139
PRD_1118,ValueMart Frozen Paratha Fresh 2kg,CAT_005,SUP_007,407.22,73,132
PRD_1119,ValueMart Frozen Peas Daily 1kg,CAT_005,SUP_109,270.5,54,109
PRD_1120,ValueMart Frozen Corn Lite 250g,CAT_005,SUP_173,483.59,17,117
PRD_1121,SmartLife Frozen Fries Max 750g,CAT_005,SUP_061,285.17,27,166
PRD_1122,ValueMart Ice Cream Lite 200g,CAT_005,SUP_132,325.49,63,155
PRD_1123,ComfortLine Frozen Peas Value Pack 24pcs,CAT_005,SUP_120,466.95,40,164
PRD_1124,HealthySip Frozen Fries Fresh 200ml,CAT_005,SUP_120,328.99,54,132
PRD_1125,HealthySip Frozen Paratha Family Pack 500g,CAT_005,SUP_103,101.84,22,118
PRD_1126,HealthySip Ice Cream Plus 200ml,CAT_005,SUP_157,257.8,44,170
PRD_1127,ComfortLine Frozen Peas Classic 1L,CAT_005,SUP_159,334.88,69,105
PRD_1128,QuickNest Frozen Paratha Fresh 1L,CAT_005,SUP_170,370.09,21,169
PRD_1129,ValueMart Frozen Peas Classic 250g,CAT_005,SUP_028,442.46,70,137
PRD_1130,DailyDrop Frozen Nuggets Classic 250g,CAT_005,SUP_109,237.69,87,124
PRD_1131,ComfortLine Frozen Paratha Regular 750g,CAT_005,SUP_131,164.23,51,170
PRD_1132,SwiftCart Frozen Peas Lite 2kg,CAT_005,SUP_022,341.5,71,97
PRD_1133,SmartLife Ice Cream Daily 1L,CAT_005,SUP_127,475.12,34,142
PRD_1134,ValueMart Frozen Paratha Daily 200ml,CAT_005,SUP_038,489.64,63,106
PRD_1135,UrbanBasket Frozen Peas Value Pack 24pcs,CAT_005,SUP_080,438.07,43,108
PRD_1136,GlowCare Frozen Nuggets Plus 200g,CAT_005,SUP_099,311.79,64,160
PRD_1137,SmartLife Frozen Peas Lite 200ml,CAT_005,SUP_189,168.53,48,109
PRD_1138,QuickNest Ice Cream Fresh 1kg,CAT_005,SUP_063,103.19,24,121
PRD_1139,HappyHome Frozen Paratha Family Pack 12pcs,CAT_005,SUP_177,150.35,98,92
PRD_1140,SwiftCart Frozen Peas Fresh 1L,CAT_005,SUP_131,493.83,54,161
PRD_1141,ComfortLine Frozen Fries Value Pack 24pcs,CAT_005,SUP_194,264.69,70,112
PRD_1142,PureLeaf Frozen Paratha Fresh 750g,CAT_005,SUP_127,415.28,78,97
PRD_1143,NutriMax Frozen Paratha Daily 250g,CAT_005,SUP_127,172.28,70,149
PRD_1144,FamilyChoice Frozen Fries Max 12pcs,CAT_005,SUP_107,427.18,42,138
PRD_1145,ComfortLine Frozen Corn Value Pack 500g,CAT_005,SUP_132,228.55,27,125
PRD_1146,SwiftCart Frozen Peas Max 100g,CAT_005,SUP_002,168.41,100,93
PRD_1147,HappyHome Frozen Peas Daily 24pcs,CAT_005,SUP_063,141.71,78,127
PRD_1148,DailyDrop Frozen Fries Regular 1kg,CAT_005,SUP_099,443.16,36,91
PRD_1149,HappyHome Ice Cream Family Pack 100g,CAT_005,SUP_046,428.31,25,135
PRD_1150,QuickNest Frozen Nuggets Premium 24pcs,CAT_005,SUP_197,417.6,83,153
PRD_1151,FamilyChoice Frozen Nuggets Regular 500ml,CAT_005,SUP_120,323.89,54,113
PRD_1152,PureLeaf Frozen Peas Plus 1kg,CAT_005,SUP_127,342.08,74,151
PRD_1153,FreshCo Frozen Paratha Family Pack 250g,CAT_005,SUP_058,447.67,79,146
PRD_1154,HealthySip Frozen Nuggets Classic 200ml,CAT_005,SUP_028,380.38,67,145
PRD_1155,HealthySip Frozen Corn Max 250g,CAT_005,SUP_050,232.8,36,102
PRD_1156,MunchTime Frozen Nuggets Plus 24pcs,CAT_005,SUP_173,225.77,32,165
PRD_1157,SmartLife Frozen Paratha Regular 1L,CAT_005,SUP_099,406.36,29,104
PRD_1158,FreshCo Frozen Paratha Daily 500g,CAT_005,SUP_057,98.88,53,102
PRD_1159,NutriMax Frozen Nuggets Lite 200g,CAT_005,SUP_024,495.57,23,129
PRD_1160,PureLeaf Frozen Peas Fresh 2kg,CAT_005,SUP_022,236.02,99,171
PRD_1161,ComfortLine Frozen Paratha Lite 2kg,CAT_005,SUP_174,277.76,87,152
PRD_1162,SmartLife Frozen Peas Regular 12pcs,CAT_005,SUP_199,315.02,52,172
PRD_1163,KitchenPro Frozen Nuggets Max 200g,CAT_005,SUP_159,356.39,62,107
PRD_1164,MunchTime Frozen Nuggets Family Pack 750g,CAT_005,SUP_148,131.76,53,157
PRD_1165,ValueMart Frozen Nuggets Regular 200g,CAT_005,SUP_199,254.78,76,102
PRD_1166,UrbanBasket Frozen Corn Fresh 200ml,CAT_005,SUP_114,453.75,20,172
PRD_1167,FamilyChoice Frozen Fries Family Pack 250g,CAT_005,SUP_058,389.22,74,179
PRD_1168,FamilyChoice Frozen Fries Regular 750g,CAT_005,SUP_169,445.23,68,93
PRD_1169,FamilyChoice Frozen Peas Lite 6pcs,CAT_005,SUP_170,487.5,86,114
PRD_1170,DailyDrop Ice Cream Plus 200ml,CAT_005,SUP_148,391.47,73,152
PRD_1171,FreshCo Frozen Peas Classic 750g,CAT_005,SUP_057,319.77,67,156
PRD_1172,UrbanBasket Frozen Paratha Max 1kg,CAT_005,SUP_199,171.86,94,111
PRD_1173,FamilyChoice Frozen Peas Value Pack 24pcs,CAT_005,SUP_114,333.62,52,161
PRD_1174,SmartLife Frozen Paratha Family Pack 6pcs,CAT_005,SUP_080,314.68,76,146
PRD_1175,HappyHome Frozen Corn Value Pack 750g,CAT_005,SUP_050,409.97,46,99
PRD_1176,MunchTime Frozen Nuggets Premium 6pcs,CAT_005,SUP_024,234.3,73,165
PRD_1177,ValueMart Frozen Corn Premium 750g,CAT_005,SUP_120,313.85,45,158
PRD_1178,GoodStore Frozen Paratha Premium 500ml,CAT_005,SUP_170,153.55,55,120
PRD_1179,NutriMax Frozen Paratha Regular 500ml,CAT_005,SUP_024,171.65,98,111
PRD_1180,SmartLife Frozen Corn Family Pack 1L,CAT_005,SUP_022,395.7,59,131
PRD_1181,SmartLife Frozen Peas Regular 1L,CAT_005,SUP_050,412.89,34,166
PRD_1182,DailyDrop Frozen Fries Classic 250g,CAT_005,SUP_117,177.46,50,90
PRD_1183,DailyDrop Ice Cream Plus 200g,CAT_005,SUP_173,227.51,31,113
PRD_1184,KitchenPro Frozen Peas Lite 2kg,CAT_005,SUP_174,284.17,37,135
PRD_1185,MunchTime Frozen Paratha Regular 1L,CAT_005,SUP_197,336.18,73,179
PRD_1186,HappyHome Frozen Nuggets Fresh 12pcs,CAT_005,SUP_131,410.04,27,128
PRD_1187,EliteOne Frozen Fries Premium 250g,CAT_005,SUP_046,82.7,42,178
PRD_1188,SwiftCart Frozen Fries Value Pack 200ml,CAT_005,SUP_057,375.05,16,171
PRD_1189,MunchTime Ice Cream Family Pack 200ml,CAT_005,SUP_163,295.43,44,102
PRD_1190,ComfortLine Frozen Corn Regular 750g,CAT_005,SUP_012,403.17,96,102
PRD_1191,PureLeaf Frozen Corn Regular 24pcs,CAT_005,SUP_019,363.25,35,144
PRD_1192,FreshCo Frozen Fries Max 200g,CAT_005,SUP_189,351.57,97,104
PRD_1193,HealthySip Frozen Nuggets Lite 200ml,CAT_005,SUP_061,462.45,88,142
PRD_1194,ComfortLine Frozen Nuggets Lite 1L,CAT_005,SUP_162,101.1,66,119
PRD_1195,GlowCare Frozen Peas Premium 12pcs,CAT_005,SUP_080,311.49,66,98
PRD_1196,UrbanBasket Frozen Paratha Value Pack 24pcs,CAT_005,SUP_050,432.46,15,133
PRD_1197,GlowCare Frozen Fries Plus 1L,CAT_005,SUP_159,90.49,94,98
PRD_1198,CarePlus Frozen Paratha Lite 500ml,CAT_005,SUP_117,221.12,26,167
PRD_1199,UrbanBasket Frozen Fries Family Pack 1kg,CAT_005,SUP_046,464.29,22,161
PRD_1200,KitchenPro Frozen Paratha Plus 24pcs,CAT_005,SUP_127,467.39,26,154
PRD_1201,GoodStore Frozen Nuggets Family Pack 12pcs,CAT_005,SUP_073,336.52,56,151
PRD_1202,UrbanBasket Ice Cream Daily 12pcs,CAT_005,SUP_107,103.32,57,106
PRD_1203,EliteOne Frozen Peas Max 1L,CAT_005,SUP_080,168.53,99,174
PRD_1204,SwiftCart Frozen Paratha Lite 200ml,CAT_005,SUP_197,430.73,70,95
PRD_1205,UrbanBasket Frozen Fries Premium 1L,CAT_005,SUP_057,233.67,51,153
PRD_1206,GlowCare Frozen Paratha Max 1kg,CAT_005,SUP_028,261.07,86,138
PRD_1207,DailyDrop Ice Cream Family Pack 200g,CAT_005,SUP_044,178.46,25,177
PRD_1208,FreshCo Frozen Paratha Lite 24pcs,CAT_005,SUP_109,92.64,80,152
PRD_1209,MunchTime Frozen Corn Value Pack 500ml,CAT_005,SUP_007,97.43,42,106
PRD_1210,EliteOne Frozen Paratha Family Pack 200ml,CAT_005,SUP_170,354.42,70,117
PRD_1211,PureLeaf Ice Cream Daily 750g,CAT_005,SUP_057,436.21,51,157
PRD_1212,KitchenPro Frozen Nuggets Regular 12pcs,CAT_005,SUP_131,227.17,63,132
PRD_1213,FreshCo Frozen Paratha Fresh 1L,CAT_005,SUP_012,222.7,27,141
PRD_1214,SmartLife Frozen Corn Regular 100g,CAT_005,SUP_099,364.81,95,149
PRD_1215,FreshCo Frozen Peas Fresh 12pcs,CAT_005,SUP_051,495.85,72,145
PRD_1216,SmartLife Frozen Peas Family Pack 100g,CAT_005,SUP_194,265.98,15,131
PRD_1217,EliteOne Ice Cream Regular 2kg,CAT_005,SUP_007,224.22,54,152
PRD_1218,GlowCare Frozen Fries Fresh 2kg,CAT_005,SUP_170,493.64,94,93
PRD_1219,ValueMart Ice Cream Lite 200ml,CAT_005,SUP_132,163.37,41,98
PRD_1220,GlowCare Frozen Paratha Plus 1kg,CAT_005,SUP_169,180.8,70,165
PRD_1221,PrimePick Frozen Nuggets Classic 250g,CAT_005,SUP_055,194.64,28,114
PRD_1222,FreshCo Ice Cream Max 250g,CAT_005,SUP_109,463.56,81,113
PRD_1223,PrimePick Frozen Fries Lite 200g,CAT_005,SUP_028,277.8,87,115
PRD_1224,MunchTime Frozen Fries Daily 24pcs,CAT_005,SUP_194,351.96,24,172
PRD_1225,ValueMart Frozen Paratha Fresh 200ml,CAT_005,SUP_194,459.83,19,156
PRD_1226,MunchTime Frozen Paratha Regular 2kg,CAT_005,SUP_163,397.96,94,104
PRD_1227,KitchenPro Frozen Corn Classic 1L,CAT_005,SUP_127,274.2,67,133
PRD_1228,CarePlus Frozen Fries Fresh 12pcs,CAT_005,SUP_024,252.7,48,176
PRD_1229,GoodStore Frozen Fries Regular 1L,CAT_005,SUP_199,451.53,98,101
PRD_1230,EliteOne Frozen Peas Regular 200ml,CAT_005,SUP_189,461.85,62,144
PRD_1231,HealthySip Frozen Paratha Premium 12pcs,CAT_005,SUP_169,124.96,80,119
PRD_1232,FamilyChoice Conditioner Value Pack 24pcs,CAT_006,SUP_161,613.53,30,797
PRD_1233,UrbanBasket Body Lotion Daily 500ml,CAT_006,SUP_117,541.72,71,845
PRD_1234,HealthySip Soap Premium 6pcs,CAT_006,SUP_060,111.32,24,
PRD_1235,GoodStore Conditioner Daily 24pcs,CAT_006,SUP_115,123.62,55,389
PRD_1236,DailyDrop Body Lotion Fresh 1kg,CAT_006,SUP_105,140.29,14,434
PRD_1237,HealthySip Shampoo Fresh 200ml,CAT_006,SUP_100,590.47,56,835
PRD_1238,EliteOne Face Wash Regular 12pcs,CAT_006,SUP_071,441.78,27,556
PRD_1239,SmartLife Toothpaste Lite 750g,CAT_006,SUP_143,588.02,19,709
PRD_1240,ComfortLine Conditioner Value Pack 12pcs,CAT_006,SUP_055,615.02,70,
PRD_1241,EliteOne Handwash Classic 750g,CAT_006,SUP_021,103.72,62,675
PRD_1242,EliteOne Face Wash Daily 250g,CAT_006,SUP_064,260.54,68,601
PRD_1243,SmartLife Conditioner Daily 24pcs,CAT_006,SUP_013,396.9,78,878
PRD_1244,HealthySip Toothpaste Lite 200g,CAT_006,SUP_113,490.71,69,394
PRD_1245,QuickNest Shampoo Lite 750g,CAT_006,SUP_139,566.71,48,809
PRD_1246,QuickNest Toothpaste Classic 750g,CAT_006,SUP_017,190.21,67,859
PRD_1247,ComfortLine Shampoo Daily 250g,CAT_006,SUP_017,128.03,40,803
PRD_1248,MunchTime Soap Lite 1kg,CAT_006,SUP_130,173.14,10,555
PRD_1249,CarePlus Handwash Lite 200ml,CAT_006,SUP_192,460.15,51,769
PRD_1250,DailyDrop Body Lotion Premium 1kg,CAT_006,SUP_136,494.56,31,572
PRD_1251,PrimePick Body Lotion Plus 200ml,CAT_006,SUP_105,261.16,56,893
PRD_1252,CarePlus Face Wash Max 6pcs,CAT_006,SUP_055,379.96,22,530
PRD_1253,ValueMart Conditioner Daily 500g,CAT_006,SUP_055,324.68,54,527
PRD_1254,NutriMax Handwash Value Pack 100g,CAT_006,SUP_107,174.96,70,873
PRD_1255,SwiftCart Handwash Lite 100g,CAT_006,SUP_161,274.61,40,609
PRD_1256,HealthySip Face Wash Max 750g,CAT_006,SUP_017,164.59,69,370
PRD_1257,GoodStore Handwash Plus 500g,CAT_006,SUP_060,454.31,67,771
PRD_1258,GlowCare Conditioner Value Pack 200ml,CAT_006,SUP_136,364.26,35,369
PRD_1259,KitchenPro Body Lotion Value Pack 100g,CAT_006,SUP_192,230.2,15,812
PRD_1260,GlowCare Face Wash Regular 6pcs,CAT_006,SUP_020,417.74,13,613
PRD_1261,DailyDrop Conditioner Fresh 200g,CAT_006,SUP_021,476,22,748
PRD_1262,KitchenPro Toothpaste Value Pack 1L,CAT_006,SUP_122,185.88,24,383
PRD_1263,QuickNest Toothpaste Premium 24pcs,CAT_006,SUP_130,511.88,44,701
PRD_1264,EliteOne Conditioner Max 2kg,CAT_006,SUP_105,435.42,29,486
PRD_1265,CarePlus Conditioner Daily 12pcs,CAT_006,SUP_105,548.52,33,681
PRD_1266,FamilyChoice Soap Lite 1kg,CAT_006,SUP_041,307.29,80,727
PRD_1267,FreshCo Body Lotion Classic 6pcs,CAT_006,SUP_152,626.98,41,
PRD_1268,FreshCo Shampoo Premium 2kg,CAT_006,SUP_020,292.04,67,492
PRD_1269,MunchTime Shampoo Family Pack 1kg,CAT_006,SUP_055,441.48,77,551
PRD_1270,QuickNest Toothpaste Classic 500g,CAT_006,SUP_013,57.78,25,554
PRD_1271,UrbanBasket Body Lotion Daily 100g,CAT_006,SUP_039,135.33,37,
PRD_1272,HappyHome Handwash Premium 1L,CAT_006,SUP_040,473.17,12,500
PRD_1273,UrbanBasket Shampoo Lite 1L,CAT_006,SUP_197,346.48,52,523
PRD_1274,EliteOne Conditioner Lite 24pcs,CAT_006,SUP_100,624.45,54,868
PRD_1275,ValueMart Shampoo Value Pack 750g,CAT_006,SUP_161,323.41,66,822
PRD_1276,UrbanBasket Conditioner Max 6pcs,CAT_006,SUP_110,232.04,78,787
PRD_1277,KitchenPro Handwash Regular 12pcs,CAT_006,SUP_130,486.21,52,746
PRD_1278,UrbanBasket Soap Classic 750g,CAT_006,SUP_197,129.33,78,714
PRD_1279,PureLeaf Face Wash Value Pack 100g,CAT_006,SUP_120,369.58,13,457
PRD_1280,ValueMart Toothpaste Premium 200ml,CAT_006,SUP_174,598.19,41,510
PRD_1281,ComfortLine Soap Lite 2kg,CAT_006,SUP_036,192.2,15,740
PRD_1282,SwiftCart Face Wash Fresh 250g,CAT_006,SUP_105,63.95,76,470
PRD_1283,HappyHome Face Wash Premium 1L,CAT_006,SUP_125,43.89,26,460
PRD_1284,QuickNest Conditioner Classic 200g,CAT_006,SUP_032,629.11,77,780
PRD_1285,EliteOne Shampoo Value Pack 12pcs,CAT_006,SUP_105,449.37,79,655
PRD_1286,FreshCo Face Wash Lite 200ml,CAT_006,SUP_036,617.52,31,879
PRD_1287,FreshCo Conditioner Plus 100g,CAT_006,SUP_110,648.55,23,589
PRD_1288,PureLeaf Soap Daily 2kg,CAT_006,SUP_119,302.9,32,447
PRD_1289,HealthySip Body Lotion Plus 200ml,CAT_006,SUP_164,581.14,78,411
PRD_1290,UrbanBasket Handwash Family Pack 500ml,CAT_006,SUP_119,343.11,39,645
PRD_1291,HealthySip Face Wash Daily 200g,CAT_006,SUP_074,137.74,34,854
PRD_1292,PureLeaf Toothpaste Value Pack 6pcs,CAT_006,SUP_164,91.32,67,739
PRD_1293,UrbanBasket Shampoo Fresh 1kg,CAT_006,SUP_016,531.03,34,698
PRD_1294,UrbanBasket Toothpaste Value Pack 200ml,CAT_006,SUP_036,137.37,57,463
PRD_1295,ValueMart Soap Classic 500ml,CAT_006,SUP_197,183.35,30,578
PRD_1296,HappyHome Conditioner Plus 750g,CAT_006,SUP_100,634.56,73,
PRD_1297,NutriMax Shampoo Premium 200ml,CAT_006,SUP_108,605.14,51,418
PRD_1298,MunchTime Conditioner Family Pack 12pcs,CAT_006,SUP_171,170.36,25,605
PRD_1299,HappyHome Shampoo Daily 100g,CAT_006,SUP_185,45.91,68,626
PRD_1300,GlowCare Face Wash Fresh 200g,CAT_006,SUP_036,516.79,56,603
PRD_1301,HealthySip Toothpaste Max 500ml,CAT_006,SUP_013,64.56,69,697
PRD_1302,PureLeaf Shampoo Regular 100g,CAT_006,SUP_085,385.39,11,838
PRD_1303,DailyDrop Conditioner Premium 2kg,CAT_006,SUP_114,207.9,36,
PRD_1304,FamilyChoice Handwash Fresh 200ml,CAT_006,SUP_136,591.59,55,376
PRD_1305,EliteOne Conditioner Premium 500g,CAT_006,SUP_143,290.4,52,381
PRD_1306,PrimePick Conditioner Classic 200ml,CAT_006,SUP_062,175.29,45,884
PRD_1307,DailyDrop Body Lotion Lite 500g,CAT_006,SUP_119,607.54,45,539
PRD_1308,DailyDrop Soap Premium 750g,CAT_006,SUP_161,571.12,39,
PRD_1309,ValueMart Body Lotion Premium 1L,CAT_006,SUP_120,242.52,80,544
PRD_1310,SwiftCart Handwash Max 200g,CAT_006,SUP_188,340.45,46,559
PRD_1311,ComfortLine Handwash Premium 500g,CAT_006,SUP_192,335.48,56,800
PRD_1312,KitchenPro Soap Plus 1kg,CAT_006,SUP_041,138.43,30,428
PRD_1313,EliteOne Shampoo Lite 500ml,CAT_006,SUP_041,220.8,64,649
PRD_1314,HappyHome Handwash Classic 24pcs,CAT_006,SUP_086,131.04,79,528
PRD_1315,PureLeaf Soap Premium 200g,CAT_006,SUP_110,288.71,25,510
PRD_1316,KitchenPro Soap Regular 250g,CAT_006,SUP_061,74.58,39,409
PRD_1317,MunchTime Soap Daily 500g,CAT_006,SUP_143,245.89,43,791
PRD_1318,SwiftCart Soap Daily 24pcs,CAT_006,SUP_197,431.32,31,731
PRD_1319,ValueMart Handwash Max 100g,CAT_006,SUP_117,221.35,28,480
PRD_1320,FreshCo Shampoo Premium 250g,CAT_006,SUP_040,450.15,66,512
PRD_1321,EliteOne Conditioner Plus 750g,CAT_006,SUP_099,450.59,13,414
PRD_1322,HealthySip Handwash Lite 12pcs,CAT_006,SUP_114,282.17,29,642
PRD_1323,QuickNest Soap Max 500ml,CAT_006,SUP_071,449.48,53,499
PRD_1324,ValueMart Soap Classic 1L,CAT_006,SUP_188,111.54,40,748
PRD_1325,HealthySip Soap Premium 1L,CAT_006,SUP_021,504.62,70,779
PRD_1326,SmartLife Handwash Plus 1kg,CAT_006,SUP_119,216.56,62,652
PRD_1327,CarePlus Body Lotion Premium 500g,CAT_006,SUP_020,417.83,19,494
PRD_1328,ComfortLine Shampoo Fresh 1kg,CAT_006,SUP_113,417.45,26,508
PRD_1329,MunchTime Soap Family Pack 24pcs,CAT_006,SUP_110,433.37,48,609
PRD_1330,HappyHome Shampoo Lite 200g,CAT_006,SUP_060,302.07,10,705
PRD_1331,HealthySip Handwash Lite 200ml,CAT_006,SUP_144,515.51,35,670
PRD_1332,DailyDrop Conditioner Regular 100g,CAT_006,SUP_141,194.69,74,
PRD_1333,KitchenPro Soap Regular 750g,CAT_006,SUP_139,506.87,11,472
PRD_1334,MunchTime Handwash Premium 100g,CAT_006,SUP_017,77.21,49,535
PRD_1335,GoodStore Shampoo Lite 250g,CAT_006,SUP_085,627.93,76,
PRD_1336,HealthySip Shampoo Premium 500ml,CAT_006,SUP_032,132.58,36,546
PRD_1337,MunchTime Soap Daily 1L,CAT_006,SUP_041,407.92,25,680
PRD_1338,HappyHome Face Wash Regular 12pcs,CAT_006,SUP_157,40.82,47,460
PRD_1339,SwiftCart Handwash Family Pack 1kg,CAT_006,SUP_035,178.03,69,662
PRD_1340,KitchenPro Soap Plus 500g,CAT_006,SUP_100,182.33,51,
PRD_1341,UrbanBasket Soap Daily 200ml,CAT_006,SUP_174,76.57,31,549
PRD_1342,KitchenPro Shampoo Family Pack 250g,CAT_006,SUP_139,558.16,36,700
PRD_1343,ValueMart Face Wash Regular 2kg,CAT_006,SUP_171,248.2,75,376
PRD_1344,HappyHome Face Wash Regular 6pcs,CAT_006,SUP_110,242.5,19,869
