po_id,product_id,supplier_id,warehouse_id,order_date,expected_date,received_date,order_qty,received_qty
PO_01880,PRD_1720,SUP_121,WH_055,2025-10-19,2025-10-22,2025-10-22,479,479.0
PO_01881,PRD_4999,SUP_045,WH_013,2022-08-10,2022-08-24,2022-08-24,421,356.0
PO_01882,PRD_0024,SUP_073,WH_037,2024-05-24,2024-06-05,2024-06-05,256,256.0
PO_01883,PRD_4958,SUP_008,WH_050,2022-08-04,2022-08-11,2022-08-11,132,105.0
PO_01884,PRD_3706,SUP_148,WH_035,2025-09-22,2025-09-25,2025-09-29,341,341.0
PO_01885,PRD_2967,SUP_079,WH_079,2024-10-05,2024-10-10,2024-10-10,323,323.0
PO_01886,PRD_1704,SUP_140,WH_034,2023-05-13,2023-05-24,2023-05-24,220,220.0
PO_01887,PRD_2930,SUP_039,WH_077,2023-11-02,2023-11-09,2023-11-09,322,268.0
PO_01888,PRD_0135,SUP_155,WH_039,2025-03-26,2025-03-27,2025-03-30,226,226.0
PO_01889,PRD_2412,SUP_011,WH_012,2024-03-13,2024-03-24,2024-03-24,146,146.0
PO_01890,PRD_3335,SUP_105,WH_042,2023-08-05,2023-08-16,2023-08-16,190,172.0
PO_01891,PRD_3812,SUP_150,WH_071,2024-11-12,2024-11-24,2024-11-24,499,499.0
PO_01892,PRD_0286,SUP_179,WH_048,2022-05-17,2022-05-21,2022-05-21,467,467.0
PO_01893,PRD_0990,SUP_050,WH_078,2024-11-02,2024-11-05,2024-11-10,153,153.0
PO_01894,PRD_3029,SUP_077,WH_058,2024-02-17,2024-02-20,2024-02-20,194,194.0
PO_01895,PRD_3628,SUP_078,WH_075,2023-05-05,2023-05-06,2023-05-06,25,25.0
PO_01896,PRD_0243,SUP_065,WH_052,2024-10-27,2024-11-04,2024-11-07,326,326.0
PO_01897,PRD_4809,SUP_077,WH_036,2025-12-24,2025-12-27,2025-12-30,92,92.0
PO_01898,PRD_0824,SUP_185,WH_022,2022-11-24,2022-12-08,2022-12-08,445,445.0
PO_01899,PRD_4560,SUP_033,WH_027,2025-02-07,2025-02-21,2025-02-21,410,410.0
PO_01900,PRD_2950,SUP_030,WH_076,2022-08-11,2022-08-23,2022-08-23,412,412.0
PO_01901,PRD_1312,SUP_041,WH_063,2022-12-03,2022-12-04,,103,
PO_01902,PRD_3794,SUP_045,WH_008,2024-08-07,2024-08-21,2024-08-21,56,56.0
PO_01903,PRD_1077,SUP_159,WH_018,2022-04-05,2022-04-17,2022-04-17,223,223.0
PO_01904,PRD_0905,SUP_033,WH_048,2022-04-05,2022-04-19,2022-04-19,42,42.0
PO_01905,PRD_2063,SUP_056,WH_077,2022-07-01,2022-07-15,,428,
PO_01906,PRD_0235,SUP_042,WH_056,2024-02-12,2024-02-13,2024-02-13,445,445.0
PO_01907,PRD_1459,SUP_105,WH_064,2022-12-16,2022-12-27,2022-12-27,357,339.0
PO_01908,PRD_1391,SUP_161,WH_029,2024-10-12,2024-10-17,2024-10-17,284,190.0
PO_01909,PRD_1127,SUP_159,WH_004,2023-07-07,2023-07-19,2023-07-19,160,160.0
PO_01910,PRD_2121,SUP_040,WH_047,2025-04-05,2025-04-19,2025-04-19,108,108.0
PO_01911,PRD_3144,SUP_048,WH_075,2023-10-12,2023-10-25,,244,
PO_01912,PRD_0899,SUP_078,WH_043,2025-08-23,2025-08-24,2025-08-24,73,73.0
PO_01913,PRD_2138,SUP_040,WH_077,2024-03-27,2024-04-10,2024-04-10,394,394.0
PO_01914,PRD_2836,SUP_056,WH_055,2025-02-24,2025-03-10,2025-03-17,336,336.0
PO_01915,PRD_4646,SUP_020,WH_066,2022-06-25,2022-06-27,2022-06-27,319,319.0
PO_01916,PRD_0697,SUP_066,WH_032,2024-08-16,2024-08-25,2024-08-25,440,440.0
PO_01917,PRD_4332,SUP_179,WH_064,2022-09-13,2022-09-17,2022-09-17,177,120.0
PO_01918,PRD_4226,SUP_023,WH_012,2025-12-20,2026-01-03,2026-01-03,400,400.0
PO_01919,PRD_0717,SUP_131,WH_016,2022-11-15,2022-11-22,2022-11-22,66,66.0
PO_01920,PRD_3877,SUP_069,WH_079,2025-06-05,2025-06-19,2025-06-19,317,317.0
PO_01921,PRD_1310,SUP_188,WH_027,2024-09-12,2024-09-21,2024-09-26,284,284.0
PO_01922,PRD_1364,SUP_040,WH_036,2023-05-09,2023-05-23,2023-05-30,216,216.0
PO_01923,PRD_0103,SUP_040,WH_060,2023-07-09,2023-07-23,,114,
PO_01924,PRD_0806,SUP_185,WH_019,2025-05-07,2025-05-21,2025-05-21,408,408.0
PO_01925,PRD_4930,SUP_021,WH_054,2025-01-11,2025-01-21,2025-01-21,184,184.0
PO_01926,PRD_3976,SUP_090,WH_079,2025-04-27,2025-05-02,2025-05-02,20,20.0
PO_01927,PRD_0562,SUP_165,WH_025,2023-01-14,2023-01-23,2023-01-23,463,317.0
PO_01928,PRD_0414,SUP_086,WH_065,2022-08-13,2022-08-15,2022-08-15,60,60.0
PO_01929,PRD_0444,SUP_010,WH_040,2024-11-11,2024-11-24,2024-11-24,365,365.0
PO_01930,PRD_1960,SUP_011,WH_041,2025-08-13,2025-08-24,2025-08-28,260,260.0
PO_01931,PRD_4603,SUP_024,WH_013,2023-02-26,2023-03-07,2023-03-07,497,497.0
PO_01932,PRD_2894,SUP_124,WH_061,2024-04-18,2024-04-29,2024-05-05,305,305.0
PO_01933,PRD_2384,SUP_027,WH_019,2024-01-26,2024-02-07,2024-02-07,342,342.0
PO_01934,PRD_4844,SUP_181,WH_003,2024-11-13,2024-11-21,,251,
PO_01935,PRD_0122,SUP_163,WH_024,2023-01-23,2023-01-30,2023-01-30,272,210.0
PO_01936,PRD_2253,SUP_020,WH_013,2024-12-19,2024-12-21,2024-12-21,209,209.0
PO_01937,PRD_4417,SUP_147,WH_029,2025-09-16,2025-09-26,2025-09-26,174,174.0
PO_01938,PRD_1955,SUP_062,WH_064,2025-02-25,2025-03-05,2025-03-05,189,189.0
PO_01939,PRD_2109,SUP_194,WH_005,2025-02-18,2025-02-24,2025-02-24,79,79.0
PO_01940,PRD_0486,SUP_156,WH_044,2025-04-02,2025-04-04,2025-04-04,442,442.0
PO_01941,PRD_1398,SUP_125,WH_043,2024-11-13,2024-11-17,2024-11-17,80,80.0
PO_01942,PRD_4080,SUP_197,WH_029,2025-01-10,2025-01-19,2025-01-19,451,451.0
PO_01943,PRD_4265,SUP_071,WH_015,2025-04-20,2025-04-30,2025-04-30,35,35.0
PO_01944,PRD_1330,SUP_060,WH_007,2024-09-19,2024-09-29,2024-10-04,242,242.0
PO_01945,PRD_1278,SUP_197,WH_079,2024-04-11,2024-04-20,2024-04-20,351,351.0
PO_01946,PRD_3428,SUP_009,WH_071,2022-10-03,2022-10-10,2022-10-10,188,188.0
PO_01947,PRD_1440,SUP_064,WH_011,2023-12-22,2023-12-28,2023-12-29,299,299.0
PO_01948,PRD_0072,SUP_126,WH_007,2025-05-22,2025-05-25,,333,
PO_01949,PRD_3417,SUP_030,WH_022,2023-12-13,2023-12-25,2023-12-26,30,23.0
PO_01950,PRD_0867,SUP_199,WH_017,2025-07-15,2025-07-16,2025-07-16,495,495.0
PO_01951,PRD_3093,SUP_078,WH_056,2022-10-02,2022-10-03,2022-10-03,81,81.0
PO_01952,PRD_2768,SUP_078,WH_028,2024-02-13,2024-02-14,2024-02-14,114,114.0
PO_01953,PRD_1048,SUP_127,WH_015,2022-03-01,2022-03-11,2022-03-11,77,77.0
PO_01954,PRD_2726,SUP_076,WH_006,2024-03-23,2024-03-25,,285,
PO_01955,PRD_0823,SUP_054,WH_014,2024-09-16,2024-09-27,2024-09-27,430,430.0
PO_01956,PRD_4963,SUP_128,WH_049,2022-04-24,2022-04-27,2022-04-27,329,329.0
PO_01957,PRD_4752,SUP_136,WH_042,2025-03-05,2025-03-12,2025-03-20,406,302.0
PO_01958,PRD_4616,SUP_004,WH_011,2023-11-06,2023-11-19,2023-11-19,42,42.0
PO_01959,PRD_4168,SUP_034,WH_075,2025-07-08,2025-07-19,2025-07-19,67,67.0
PO_01960,PRD_2225,SUP_018,WH_075,2022-05-22,2022-05-28,2022-05-28,71,71.0
PO_01961,PRD_1154,SUP_028,WH_046,2023-02-18,2023-03-02,2023-03-02,197,197.0
PO_01962,PRD_0452,SUP_098,WH_037,2024-05-02,2024-05-12,2024-05-12,138,138.0
PO_01963,PRD_2512,SUP_124,WH_017,2024-04-10,2024-04-21,2024-04-21,88,88.0
PO_01964,PRD_2956,SUP_153,WH_053,2025-02-12,2025-02-16,2025-02-16,260,260.0
PO_01965,PRD_0016,SUP_065,WH_034,2022-06-05,2022-06-13,2022-06-13,360,360.0
PO_01966,PRD_2323,SUP_051,WH_039,2023-08-04,2023-08-11,2023-08-11,371,371.0
PO_01967,PRD_2975,SUP_027,WH_063,2025-08-04,2025-08-16,,164,
PO_01968,PRD_2536,SUP_070,WH_067,2025-10-01,2025-10-02,2025-10-04,489,489.0
PO_01969,PRD_2607,SUP_138,WH_021,2024-09-10,2024-09-18,,355,
PO_01970,PRD_2598,SUP_108,WH_018,2025-11-24,2025-12-02,2025-12-02,334,334.0
PO_01971,PRD_4185,SUP_142,WH_069,2023-05-11,2023-05-20,2023-05-20,219,219.0
PO_01972,PRD_3105,SUP_088,WH_041,2022-06-02,2022-06-08,2022-06-08,424,424.0
PO_01973,PRD_1879,SUP_005,WH_004,2022-12-20,2022-12-24,2022-12-24,486,486.0
PO_01974,PRD_3897,SUP_112,WH_072,2023-05-08,2023-05-14,2023-05-14,428,308.0
PO_01975,PRD_4883,SUP_145,WH_013,2022-10-20,2022-10-27,2022-10-27,303,303.0
PO_01976,PRD_4992,SUP_008,WH_080,2022-11-09,2022-11-16,2022-11-16,94,94.0
PO_01977,PRD_4317,SUP_186,WH_029,2022-02-21,2022-03-02,2022-03-02,145,145.0
PO_01978,PRD_3963,SUP_172,WH_017,2025-01-16,2025-01-24,2025-01-24,135,135.0
PO_01979,PRD_1000,SUP_157,WH_047,2025-10-18,2025-10-19,2025-10-19,116,106.0
PO_01980,PRD_2109,SUP_194,WH_015,2023-01-03,2023-01-09,2023-01-14,77,77.0
PO_01981,PRD_0013,SUP_024,WH_027,2025-08-14,2025-08-23,2025-08-23,364,364.0
PO_01982,PRD_2254,SUP_063,WH_013,2025-08-17,2025-08-28,2025-09-05,227,227.0
PO_01983,PRD_1479,SUP_060,WH_030,2024-04-15,2024-04-25,2024-04-25,143,143.0
PO_01984,PRD_1198,SUP_117,WH_006,2022-01-11,2022-01-23,2022-01-23,39,39.0
PO_01985,PRD_4909,SUP_026,WH_062,2023-07-07,2023-07-13,,138,
PO_01986,PRD_2831,SUP_048,WH_028,2025-10-04,2025-10-17,2025-10-17,219,144.0
PO_01987,PRD_0426,SUP_079,WH_055,2022-06-23,2022-06-28,2022-06-28,364,364.0
PO_01988,PRD_4950,SUP_106,WH_072,2025-05-17,2025-05-18,2025-05-18,109,109.0
PO_01989,PRD_4011,SUP_178,WH_059,2025-02-21,2025-03-01,,82,
PO_01990,PRD_1719,SUP_021,WH_029,2024-05-15,2024-05-25,,434,
PO_01991,PRD_3055,SUP_068,WH_021,2023-04-04,2023-04-05,2023-04-07,191,174.0
PO_01992,PRD_2798,SUP_142,WH_068,2024-03-26,2024-04-04,2024-04-05,453,453.0
PO_01993,PRD_2996,SUP_195,WH_046,2025-09-15,2025-09-18,,337,
PO_01994,PRD_4474,SUP_086,WH_023,2023-08-02,2023-08-04,2023-08-04,145,145.0
PO_01995,PRD_1304,SUP_136,WH_012,2023-02-11,2023-02-18,2023-02-18,347,347.0
PO_01996,PRD_3028,SUP_017,WH_013,2022-05-12,2022-05-15,,55,
PO_01997,PRD_0500,SUP_148,WH_072,2024-01-10,2024-01-13,,378,
PO_01998,PRD_4288,SUP_149,WH_045,2025-01-06,2025-01-13,2025-01-13,143,143.0
PO_01999,PRD_4739,SUP_167,WH_067,2022-11-13,2022-11-16,2022-11-16,192,192.0
PO_02000,PRD_4324,SUP_149,WH_016,2022-03-02,2022-03-09,2022-03-09,179,179.0
PO_02001,PRD_4929,SUP_195,WH_080,2024-01-07,2024-01-10,2024-01-10,108,108.0
PO_02002,PRD_4071,SUP_133,WH_072,2025-10-02,2025-10-11,2025-10-11,151,114.0
PO_02003,PRD_0017,SUP_185,WH_053,2025-08-12,2025-08-26,2025-08-26,344,344.0
PO_02004,PRD_4819,SUP_021,WH_041,2025-07-20,2025-07-30,,406,
PO_02005,PRD_2781,SUP_093,WH_025,2025-01-14,2025-01-17,2025-01-17,401,401.0
PO_02006,PRD_2325,SUP_174,WH_073,2024-08-25,2024-09-02,2024-09-02,227,227.0
PO_02007,PRD_4881,SUP_163,WH_057,2022-05-04,2022-05-11,2022-05-17,211,201.0
PO_02008,PRD_0414,SUP_086,WH_073,2023-07-14,2023-07-16,,185,
PO_02009,PRD_1768,SUP_033,WH_024,2022-02-03,2022-02-17,2022-02-17,154,154.0
PO_02010,PRD_1606,SUP_125,WH_005,2023-12-18,2023-12-22,2023-12-22,463,463.0
PO_02011,PRD_0664,SUP_112,WH_059,2022-01-01,2022-01-07,2022-01-07,372,372.0
PO_02012,PRD_1815,SUP_137,WH_018,2023-06-21,2023-06-23,2023-06-23,72,72.0
PO_02013,PRD_4226,SUP_023,WH_064,2022-01-15,2022-01-29,2022-01-29,364,325.0
PO_02014,PRD_2085,SUP_056,WH_062,2025-10-23,2025-11-06,2025-11-06,69,69.0
PO_02015,PRD_0233,SUP_086,WH_063,2024-03-20,2024-03-22,2024-03-26,88,85.0
PO_02016,PRD_1369,SUP_108,WH_047,2024-06-16,2024-06-24,2024-06-24,98,98.0
PO_02017,PRD_4818,SUP_181,WH_056,2022-07-10,2022-07-18,2022-07-18,429,429.0
PO_02018,PRD_0409,SUP_171,WH_019,2023-02-03,2023-02-09,2023-02-09,230,193.0
PO_02019,PRD_4122,SUP_030,WH_023,2025-03-08,2025-03-20,2025-03-20,210,194.0
PO_02020,PRD_2302,SUP_063,WH_038,2024-04-12,2024-04-23,2024-04-23,254,254.0
PO_02021,PRD_0306,SUP_086,WH_057,2025-04-01,2025-04-03,2025-04-03,142,142.0
PO_02022,PRD_0632,SUP_068,WH_046,2024-11-26,2024-11-27,2024-12-01,365,365.0
PO_02023,PRD_1725,SUP_121,WH_011,2023-01-19,2023-01-22,2023-01-25,420,420.0
PO_02024,PRD_3798,SUP_045,WH_064,2022-06-27,2022-07-11,2022-07-11,105,105.0
PO_02025,PRD_3492,SUP_120,WH_052,2023-07-17,2023-07-30,2023-07-30,423,423.0
PO_02026,PRD_0874,SUP_184,WH_069,2023-10-09,2023-10-12,2023-10-16,237,237.0
PO_02027,PRD_2432,SUP_110,WH_003,2023-08-11,2023-08-15,2023-08-15,154,154.0
PO_02028,PRD_3194,SUP_075,WH_008,2024-03-16,2024-03-23,2024-03-25,352,352.0
PO_02029,PRD_1821,SUP_117,WH_013,2023-12-13,2023-12-25,2023-12-25,306,306.0
PO_02030,PRD_3862,SUP_167,WH_048,2024-03-26,2024-03-29,2024-04-05,469,469.0
PO_02031,PRD_0159,SUP_071,WH_028,2023-06-13,2023-06-23,2023-06-23,350,350.0
PO_02032,PRD_4403,SUP_097,WH_045,2022-07-11,2022-07-23,2022-07-23,46,46.0
PO_02033,PRD_4798,SUP_163,WH_061,2024-08-04,2024-08-11,2024-08-11,61,61.0
PO_02034,PRD_2213,SUP_020,WH_058,2022-05-26,2022-05-28,2022-05-28,80,80.0
PO_02035,PRD_0747,SUP_165,WH_070,2025-07-15,2025-07-24,,70,
PO_02036,PRD_2208,SUP_063,WH_047,2023-02-16,2023-02-27,2023-02-27,391,391.0
PO_02037,PRD_1859,SUP_139,WH_007,2025-05-27,2025-05-28,2025-05-28,420,352.0
PO_02038,PRD_4852,SUP_084,WH_010,2022-04-24,2022-04-25,2022-04-25,304,304.0
PO_02039,PRD_1587,SUP_087,WH_061,2025-02-16,2025-02-28,2025-02-28,412,412.0
PO_02040,PRD_0928,SUP_141,WH_012,2023-01-10,2023-01-22,2023-01-30,427,427.0
PO_02041,PRD_0257,SUP_140,WH_027,2022-06-17,2022-06-28,2022-06-28,242,242.0
PO_02042,PRD_0432,SUP_171,WH_020,2025-09-15,2025-09-21,2025-09-21,210,210.0
PO_02043,PRD_0202,SUP_071,WH_047,2023-03-17,2023-03-27,2023-04-02,218,218.0
PO_02044,PRD_2416,SUP_148,WH_072,2022-10-21,2022-10-24,2022-10-24,469,328.0
PO_02045,PRD_2871,SUP_033,WH_021,2022-01-06,2022-01-20,2022-01-20,436,298.0
PO_02046,PRD_1309,SUP_120,WH_042,2022-07-23,2022-08-05,2022-08-05,157,157.0
PO_02047,PRD_3223,SUP_030,WH_044,2025-07-24,2025-08-05,,475,
PO_02048,PRD_2283,SUP_148,WH_064,2025-12-16,2025-12-19,2025-12-19,383,383.0
PO_02049,PRD_3544,SUP_037,WH_078,2024-08-19,2024-08-31,2024-09-03,112,112.0
PO_02050,PRD_4876,SUP_084,WH_007,2024-05-17,2024-05-18,2024-05-25,111,111.0
PO_02051,PRD_2909,SUP_091,WH_037,2023-10-08,2023-10-09,2023-10-16,243,243.0
PO_02052,PRD_3613,SUP_074,WH_021,2024-06-05,2024-06-19,2024-06-19,349,349.0
PO_02053,PRD_3475,SUP_170,WH_058,2025-05-23,2025-05-31,2025-05-31,243,243.0
PO_02054,PRD_1030,SUP_197,WH_022,2025-04-21,2025-04-30,2025-04-30,318,318.0
PO_02055,PRD_3194,SUP_075,WH_010,2023-11-25,2023-12-02,2023-12-02,429,429.0
PO_02056,PRD_4818,SUP_181,WH_002,2023-07-24,2023-08-01,2023-08-01,454,454.0
PO_02057,PRD_2748,SUP_109,WH_022,2022-04-01,2022-04-06,2022-04-06,131,131.0
PO_02058,PRD_1399,SUP_061,WH_006,2025-04-18,2025-04-30,2025-04-30,327,327.0
PO_02059,PRD_2136,SUP_040,WH_019,2023-12-04,2023-12-18,2023-12-18,279,279.0
PO_02060,PRD_4362,SUP_088,WH_007,2022-11-03,2022-11-09,2022-11-09,456,456.0
PO_02061,PRD_0681,SUP_165,WH_080,2022-01-07,2022-01-16,2022-01-16,397,397.0
PO_02062,PRD_3262,SUP_193,WH_006,2022-01-26,2022-01-28,,434,
PO_02063,PRD_1549,SUP_189,WH_038,2025-12-16,2025-12-29,,335,
PO_02064,PRD_4191,SUP_197,WH_080,2022-02-26,2022-03-07,2022-03-07,201,201.0
PO_02065,PRD_0567,SUP_008,WH_014,2024-09-19,2024-09-26,2024-09-26,24,21.0
PO_02066,PRD_3114,SUP_017,WH_044,2023-06-03,2023-06-06,2023-06-06,213,213.0
PO_02067,PRD_4940,SUP_128,WH_048,2022-03-06,2022-03-09,2022-03-17,456,322.0
PO_02068,PRD_2605,SUP_108,WH_036,2023-12-02,2023-12-10,,407,
PO_02069,PRD_1504,SUP_108,WH_033,2022-09-21,2022-09-29,,266,
PO_02070,PRD_0040,SUP_155,WH_012,2024-06-06,2024-06-07,2024-06-07,412,412.0
PO_02071,PRD_2140,SUP_200,WH_028,2025-02-23,2025-02-27,2025-02-27,434,434.0
PO_02072,PRD_0499,SUP_018,WH_068,2023-04-01,2023-04-07,2023-04-07,119,119.0
PO_02073,PRD_4352,SUP_181,WH_066,2023-11-03,2023-11-11,2023-11-11,288,288.0
PO_02074,PRD_3025,SUP_027,WH_046,2024-01-16,2024-01-28,2024-01-28,373,373.0
PO_02075,PRD_1839,SUP_035,WH_055,2023-01-22,2023-02-01,,178,
PO_02076,PRD_2137,SUP_052,WH_042,2022-01-22,2022-01-28,2022-01-28,243,243.0
PO_02077,PRD_3057,SUP_146,WH_079,2022-01-16,2022-01-30,2022-01-30,111,111.0
PO_02078,PRD_3958,SUP_150,WH_034,2022-02-25,2022-03-09,,40,
PO_02079,PRD_1090,SUP_002,WH_045,2022-10-08,2022-10-09,2022-10-09,148,148.0
PO_02080,PRD_4759,SUP_092,WH_008,2025-09-14,2025-09-15,2025-09-15,260,260.0
PO_02081,PRD_1745,SUP_101,WH_050,2022-08-17,2022-08-21,2022-08-21,72,72.0
PO_02082,PRD_2676,SUP_188,WH_052,2022-12-19,2022-12-28,2022-12-28,379,379.0
PO_02083,PRD_4053,SUP_139,WH_068,2022-03-12,2022-03-13,2022-03-13,155,155.0
PO_02084,PRD_3712,SUP_173,WH_067,2024-11-15,2024-11-16,2024-11-16,181,181.0
PO_02085,PRD_3943,SUP_196,WH_024,2023-03-01,2023-03-14,2023-03-14,372,372.0
PO_02086,PRD_4191,SUP_197,WH_014,2025-05-19,2025-05-28,2025-05-28,115,69.0
PO_02087,PRD_3311,SUP_180,WH_057,2024-01-26,2024-02-01,,445,
PO_02088,PRD_4280,SUP_001,WH_077,2023-11-19,2023-11-26,,47,
PO_02089,PRD_2143,SUP_145,WH_048,2025-08-26,2025-09-02,2025-09-07,434,434.0
PO_02090,PRD_4936,SUP_092,WH_029,2024-05-08,2024-05-09,2024-05-09,173,173.0
PO_02091,PRD_2322,SUP_018,WH_053,2023-12-14,2023-12-20,2023-12-20,159,159.0
PO_02092,PRD_4610,SUP_099,WH_079,2024-10-20,2024-10-26,2024-10-26,368,368.0
PO_02093,PRD_1402,SUP_164,WH_028,2025-10-21,2025-10-30,2025-10-30,121,72.0
PO_02094,PRD_0070,SUP_191,WH_019,2022-04-01,2022-04-15,2022-04-15,330,330.0
PO_02095,PRD_3016,SUP_159,WH_079,2023-04-21,2023-05-03,2023-05-03,398,398.0
PO_02096,PRD_0605,SUP_081,WH_072,2024-07-25,2024-08-02,2024-08-02,204,204.0
PO_02097,PRD_0456,SUP_028,WH_047,2024-12-26,2025-01-07,2025-01-09,120,120.0
PO_02098,PRD_4610,SUP_099,WH_032,2022-06-22,2022-06-28,2022-06-28,220,220.0
PO_02099,PRD_0165,SUP_126,WH_009,2024-01-15,2024-01-18,2024-01-18,165,165.0
PO_02100,PRD_2242,SUP_018,WH_014,2024-03-01,2024-03-07,,407,
PO_02101,PRD_3952,SUP_173,WH_021,2023-03-16,2023-03-17,2023-03-17,351,351.0
PO_02102,PRD_2368,SUP_110,WH_010,2025-11-04,2025-11-08,2025-11-08,451,451.0
PO_02103,PRD_4040,SUP_069,WH_042,2022-06-15,2022-06-29,2022-06-29,339,251.0
PO_02104,PRD_4656,SUP_040,WH_029,2023-07-15,2023-07-29,2023-08-06,151,151.0
PO_02105,PRD_4296,SUP_131,WH_076,2024-12-26,2025-01-02,2025-01-02,406,377.0
PO_02106,PRD_0749,SUP_179,WH_059,2024-04-17,2024-04-21,2024-04-29,399,399.0
PO_02107,PRD_0278,SUP_177,WH_032,2023-10-22,2023-10-23,2023-10-23,418,418.0
PO_02108,PRD_3768,SUP_027,WH_013,2025-10-12,2025-10-24,2025-10-24,186,186.0
PO_02109,PRD_3760,SUP_148,WH_076,2024-12-21,2024-12-24,2024-12-31,427,427.0
PO_02110,PRD_1918,SUP_139,WH_061,2023-04-23,2023-04-24,2023-04-27,401,401.0
PO_02111,PRD_3410,SUP_019,WH_074,2022-07-08,2022-07-20,2022-07-20,445,445.0
PO_02112,PRD_4994,SUP_008,WH_022,2025-12-09,2025-12-16,,94,
PO_02113,PRD_4017,SUP_049,WH_040,2022-01-03,2022-01-12,2022-01-12,73,66.0
PO_02114,PRD_0354,SUP_169,WH_003,2024-07-16,2024-07-20,2024-07-20,281,281.0
PO_02115,PRD_3626,SUP_079,WH_061,2025-08-10,2025-08-15,2025-08-15,57,45.0
PO_02116,PRD_3785,SUP_193,WH_008,2024-12-12,2024-12-14,2024-12-22,266,266.0
PO_02117,PRD_3035,SUP_073,WH_051,2025-06-23,2025-07-05,2025-07-05,114,114.0
PO_02118,PRD_4458,SUP_149,WH_002,2022-05-18,2022-05-25,2022-05-25,451,275.0
PO_02119,PRD_2775,SUP_076,WH_032,2025-01-23,2025-01-25,2025-01-25,54,49.0
PO_02120,PRD_4093,SUP_053,WH_008,2024-07-25,2024-08-02,2024-08-02,100,65.0
PO_02121,PRD_1227,SUP_127,WH_018,2025-02-05,2025-02-15,2025-02-23,82,77.0
PO_02122,PRD_3243,SUP_009,WH_072,2022-12-20,2022-12-27,2022-12-27,189,189.0
PO_02123,PRD_0343,SUP_167,WH_041,2025-03-10,2025-03-13,2025-03-15,491,491.0
PO_02124,PRD_0999,SUP_099,WH_010,2025-01-17,2025-01-23,,349,
PO_02125,PRD_4474,SUP_086,WH_009,2022-09-04,2022-09-06,2022-09-06,323,323.0
PO_02126,PRD_2201,SUP_031,WH_076,2024-02-19,2024-02-23,2024-02-26,477,477.0
PO_02127,PRD_3795,SUP_193,WH_056,2022-05-06,2022-05-08,2022-05-08,406,406.0
PO_02128,PRD_0531,SUP_046,WH_006,2022-06-11,2022-06-20,2022-06-20,208,171.0
PO_02129,PRD_2498,SUP_125,WH_011,2025-10-17,2025-10-21,2025-10-29,493,493.0
PO_02130,PRD_3487,SUP_037,WH_030,2025-07-04,2025-07-16,2025-07-16,68,68.0
PO_02131,PRD_1244,SUP_113,WH_047,2023-02-12,2023-02-18,2023-02-20,304,304.0
PO_02132,PRD_1107,SUP_132,WH_076,2024-05-19,2024-05-23,2024-05-23,146,146.0
PO_02133,PRD_3164,SUP_174,WH_016,2023-08-06,2023-08-14,2023-08-14,38,35.0
PO_02134,PRD_0516,SUP_176,WH_063,2024-02-19,2024-03-01,,108,
PO_02135,PRD_0162,SUP_065,WH_020,2024-01-03,2024-01-11,2024-01-11,362,362.0
PO_02136,PRD_2470,SUP_111,WH_077,2023-12-19,2023-12-21,,201,
PO_02137,PRD_3199,SUP_074,WH_041,2025-02-01,2025-02-15,2025-02-15,157,157.0
PO_02138,PRD_2257,SUP_020,WH_021,2023-11-12,2023-11-14,2023-11-14,375,321.0
PO_02139,PRD_4246,SUP_127,WH_019,2025-05-20,2025-05-30,2025-05-30,389,389.0
PO_02140,PRD_2158,SUP_186,WH_068,2022-04-14,2022-04-23,2022-04-29,437,437.0
PO_02141,PRD_2829,SUP_046,WH_080,2023-09-20,2023-09-29,2023-09-29,467,467.0
PO_02142,PRD_1398,SUP_125,WH_038,2023-03-15,2023-03-19,2023-03-22,442,442.0
PO_02143,PRD_1134,SUP_038,WH_054,2023-03-26,2023-04-04,2023-04-12,159,159.0
PO_02144,PRD_1470,SUP_100,WH_030,2022-04-01,2022-04-08,,344,
PO_02145,PRD_0946,SUP_081,WH_060,2022-08-14,2022-08-22,2022-08-22,449,449.0
PO_02146,PRD_3627,SUP_129,WH_064,2025-09-07,2025-09-10,2025-09-10,373,373.0
PO_02147,PRD_1592,SUP_193,WH_020,2024-07-20,2024-07-22,2024-07-30,336,259.0
PO_02148,PRD_0739,SUP_165,WH_027,2024-04-02,2024-04-11,2024-04-11,156,156.0
PO_02149,PRD_0118,SUP_155,WH_031,2025-12-24,2025-12-25,,134,
PO_02150,PRD_0868,SUP_098,WH_068,2024-07-22,2024-08-01,2024-08-01,198,198.0
PO_02151,PRD_3787,SUP_133,WH_036,2022-09-22,2022-10-01,2022-10-01,295,295.0
PO_02152,PRD_1458,SUP_134,WH_066,2022-09-19,2022-09-20,2022-09-20,92,92.0
PO_02153,PRD_4088,SUP_041,WH_025,2022-06-18,2022-06-19,2022-06-19,227,201.0
PO_02154,PRD_2452,SUP_155,WH_079,2023-12-12,2023-12-13,2023-12-13,389,255.0
PO_02155,PRD_4740,SUP_170,WH_050,2022-11-11,2022-11-19,2022-11-19,201,201.0
PO_02156,PRD_3580,SUP_155,WH_023,2024-03-20,2024-03-21,2024-03-21,142,106.0
PO_02157,PRD_1284,SUP_032,WH_078,2024-12-01,2024-12-15,2024-12-15,265,265.0
PO_02158,PRD_2555,SUP_133,WH_079,2023-11-26,2023-12-05,2023-12-05,80,80.0
